uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Sat,Benefit_Aware
31d0fc1e,1,452,GG,Prefer not to answer,Prefer not to answer,21+ seasons,7,4,10 - Extremely satisfied,Just right,990,Unaware
7b586585,1,431,T,55-64,Female,21+ seasons,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
75f92f30,1,172,EE,35-44,Male,6-10 season,10 - Extremely satisfied,4,990,Just Right,990,Aware and have NOT used/received
81d74eec,1,151,V,65+,Male,11-20 season,7,5,6,Just right,9,Aware and have NOT used/received
b3caf805,1,143,II,45-54,Female,6-10 season,6,10 - Extremely satisfied,2,Just Right,990,Unaware
85e3cdad,1,136,A,55-64,Male,21+ seasons,1 - Not at all satisfied,3,2,Too few,5,Aware and have NOT used/received
0c51afe1,1,100,A,45-54,Female,2-5 season,7,1 - Not at all satisfied,5,Too Many,9,Aware and have used/received
39499de6,1,487,O,65+,Male,6-10 season,3,3,2,Too Many,990,Unaware
18c9ecf4,1,212,W,55-64,Female,2-5 season,6,2,3,Too Few,990,Unaware
39d73ad9,1,112,K,25-34,Female,16-20 season,6,9,5,Too Many,990,Aware and have NOT used/received
cbf7c894,1,7,V,55-64,Female,6-10 season,10 - Extremely satisfied,8,9,Too Few,990,Unaware
13e8fb73,1,365,L,65+,Female,21+ seasons,5,7,5,Just right,990,Aware and have NOT used/received
089ae324,1,532,K,65+,Male,21+ seasons,5,2,2,Too many,990,Aware and have NOT used/received
9ad34ec8,1,449,L,35-44,Female,11-15 season,10 - Extremely satisfied,10 - Extremely satisfied,5,Just Right,990,Unaware
7a638677,1,197,F,65+,Male,21+ seasons,9,4,6,Too few,990,Unaware
9.03E+06,1,174,Y,45-54,Female,2-5 season,8,10 - Extremely satisfied,8,Too Many,6,Aware and have NOT used/received
df013e3a,1,344,V,25-34,Female,2-5 season,2,10 - Extremely satisfied,10 - Extremely satisfied,Just Right,990,Unaware
9779c068,1,243,D,45-54,Female,2-5 season,6,5,990,Just right,990,Unaware
0ec350c5,1,208,R,35-44,Male,2-5 season,9,7,8,Just right,990,Unaware
0e6320d3,1,393,CC,55-64,Male,21+ seasons,7,8,990,Too Few,990,Unaware
81386f14,1,215,BB,65+,Male,21+ seasons,5,990,2,Too few,990,Unaware
1ffa90c9,1,220,B,55-64,Male,2-5 season,10 - Extremely satisfied,4,4,Just Right,990,Unaware
6581a07d,1,46,G,65+,Male,6-10 season,9,7,990,Just right,990,Unaware
e24a861f,1,135,HH,65+,Male,21+ seasons,3,8,8,Just right,990,Unaware
59477cb6,1,133,J,45-54,Female,21+ seasons,5,4,9,Just right,990,Unaware
56e68f10,1,44,V,55-64,Female,21+ seasons,9,9,9,Just right,990,Unaware
be78fb03,1,136,D,35-44,Male,21+ seasons,5,7,5,Just right,990,Unaware
a25cb749,1,157,DD,55-64,Male,6-10 season,10 - Extremely satisfied,8,990,Just right,990,Unaware
89878f00,1,208,I,45-54,Male,2-5 season,8,8,8,Just right,990,Unaware
a6e3f728,1,20,E,45-54,Male,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,5,Aware and have NOT used/received
252c77e8,1,162,OO,35-44,Female,2-5 season,10 - Extremely satisfied,990,6,Just Right,990,Unaware
3b11c2dd,1,482,FF,45-54,Male,2-5 season,8,7,8,Just right,990,Unaware
78c9cc11,1,193,L,65+,Male,11-20 season,4,5,3,Too few,990,Unaware
86c6e4b9,1,538,I,65+,Male,11-20 season,5,1 - Not at all satisfied,5,Just right,990,Unaware
cc26942a,1,56,X,55-64,Male,21+ seasons,9,9,9,Just right,990,Unaware
5b2c4ff9,1,352,L,65+,Male,11-15 season,10 - Extremely satisfied,10 - Extremely satisfied,1 - Not at all satisfied,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
05174b02,1,147,EE,55-64,Male,21+ seasons,9,8,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
036684b3,1,461,E,25-34,Female,16-20 season,8,8,1 - Not at all satisfied,Just Right,990,Unaware
cbad4a2e,1,105,P,35-44,Male,6-10 season,4,7,9,Too Few,990,Aware and have NOT used/received
f05cde32,1,203,A,45-54,Female,16-20 season,7,1 - Not at all satisfied,7,Too Many,990,Unaware
7f44740f,1,468,KK,45-54,Male,6-10 season,4,2,5,Just right,990,Unaware
7cb4b2c7,1,95,L,35-44,Male,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,1 - Not at all satisfied,Aware and have NOT used/received
612c916a,1,418,E,45-54,Female,16-20 season,9,10 - Extremely satisfied,1 - Not at all satisfied,Just Right,990,Unaware
115ee02a,1,219,G,55-64,Male,6-10 season,8,2,9,Just Right,9,Aware and have used/received
764c8e26,1,188,Y,65+,Female,11-20 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
da8980f3,1,345,HH,45-54,Male,16-20 season,7,3,1 - Not at all satisfied,Too Few,9,Aware and have used/received
7.23E+85,1,410,Q,55-64,Male,6-10 season,4,5,2,Too Many,990,Unaware
736a0b54,1,212,JJ,45-54,Male,2-5 season,7,7,7,Just right,990,Unaware
a6106dcb,1,180,N,55-64,Female,11-20 season,6,6,990,Just right,990,Unaware
06fdab0e,1,122,DD,65+,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,4,Too Many,990,Unaware
dc09790c,1,180,BB,45-54,Male,11-20 season,7,4,6,Just right,990,Unaware
6ab61a19,1,349,II,65+,Female,11-15 season,10 - Extremely satisfied,5,10 - Extremely satisfied,Too Few,7,Aware and have NOT used/received
cd30f291,1,85,V,65+,Male,21+ seasons,1 - Not at all satisfied,7,5,Too few,990,Unaware
f066d8ef,1,441,O,45-54,Female,6-10 season,4,6,7,Just right,8,Aware and have NOT used/received
b694d13c,1,159,U,55-64,Female,21+ seasons,6,3,8,Just right,990,Aware and have NOT used/received
5e5d85a1,1,27,P,45-54,Prefer not to answer,11-20 season,6,7,5,Too many,990,Unaware
ca25ed3e,1,430,W,35-44,Male,6-10 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,8,Aware and have used/received
39831095,1,394,D,65+,Female,6-10 season,5,6,6,Too Few,5,Aware and have NOT used/received
e1989f54,1,151,FF,55-64,Male,11-15 season,6,2,2,Too Few,990,Unaware
b0f9ff62,1,483,Y,65+,Male,11-20 season,6,4,8,Just right,7,Aware and have NOT used/received
9c8b7235,1,161,OO,45-54,Female,6-10 season,9,2,6,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
e0e4e490,1,282,Y,55-64,Female,21+ seasons,7,4,990,Just Right,2,Aware and have NOT used/received
18f926d6,1,452,BB,65+,Female,21+ seasons,8,9,8,Just right,990,Unaware
53957abf,1,276,F,65+,Male,16-20 season,8,9,3,Just Right,7,Aware and have NOT used/received
f8e0b5dc,1,209,L,45-54,Male,6-10 season,3,6,5,Just right,5,Aware and have NOT used/received
3a5f10c6,1,257,I,55-64,Male,16-20 season,4,9,5,Too Many,9,Aware and have NOT used/received
c30ecdd5,1,472,D,55-64,Male,21+ seasons,4,1 - Not at all satisfied,8,Just right,990,Unaware
fbe42a3b,1,484,EE,45-54,Female,16-20 season,10 - Extremely satisfied,9,4,Too Many,2,Aware and have used/received
69159892,1,397,F,45-54,Male,2-5 season,8,6,10 - Extremely satisfied,Just right,990,Unaware
d85a87a3,1,94,K,55-64,Female,6-10 season,10 - Extremely satisfied,1 - Not at all satisfied,9,Too Few,4,Aware and have NOT used/received
315dd921,1,124,V,45-54,Female,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
dc2ae616,1,314,H,45-54,Female,11-20 season,7,7,7,Just right,8,Aware and have used/received
b1d72363,1,206,V,45-54,Male,2-5 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,990,Unaware
3c24c3d0,1,259,X,45-54,Male,2-5 season,9,5,990,Too Few,990,Unaware
4f8452f5,1,103,A,55-64,Female,11-20 season,8,5,7,Just right,990,Unaware
c95cb70e,1,382,N,45-54,Female,11-20 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,990,Unaware
66b77f0a,1,360,AA,45-54,Male,11-15 season,7,10 - Extremely satisfied,10 - Extremely satisfied,Just Right,990,Unaware
c446d119,1,392,M,65+,Female,11-20 season,7,6,9,Just right,8,Aware and have NOT used/received
fe5ae96c,1,295,V,45-54,Female,6-10 season,8,8,8,Just right,990,Unaware
dd94e445,1,174,O,45-54,Male,2-5 season,7,1 - Not at all satisfied,990,Just right,990,Unaware
d9704672,1,230,C,35-44,Male,21+ seasons,6,1 - Not at all satisfied,990,Just right,990,Aware and have used/received
b6d3ffcd,1,283,EE,55-64,Male,6-10 season,8,7,8,Just right,990,Unaware
9f3a056a,1,88,Z,45-54,Male,11-15 season,7,2,3,Just Right,990,Unaware
a7e4691b,1,491,HH,35-44,Female,6-10 season,9,2,990,Too Many,990,Unaware
baf7962b,1,47,E,35-44,Female,2-5 season,7,10 - Extremely satisfied,2,Too Few,990,Unaware
52a30852,1,440,T,45-54,Male,11-15 season,8,1 - Not at all satisfied,2,Just Right,990,Unaware
fc65958e,1,350,V,45-54,Male,2-5 season,10 - Extremely satisfied,5,10 - Extremely satisfied,Just right,8,Aware and have NOT used/received
6998e808,1,442,P,45-54,Female,2-5 season,6,8,1 - Not at all satisfied,Too Many,8,Aware and have NOT used/received
ca143543,1,265,I,45-54,Male,2-5 season,9,10 - Extremely satisfied,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have used/received
046224dd,1,132,CC,55-64,Male,2-5 season,5,5,8,Too few,990,Unaware
da01575d,1,203,MM,55-64,Male,11-20 season,8,6,7,Just right,8,Aware and have used/received
185853cf,1,132,X,45-54,Male,6-10 season,8,6,7,Just right,2,Aware and have NOT used/received
5c00b551,1,192,NN,55-64,Male,2-5 season,8,5,9,Just right,990,Unaware
077052bd,1,214,U,55-64,Male,21+ seasons,5,7,7,Just right,990,Unaware
efab2f22,1,274,N,45-54,Male,16-20 season,6,5,990,Too Many,990,Unaware
e8b833c0,1,432,S,65+,Male,21+ seasons,6,8,6,Just right,9,Aware and have used/received
6c96cff7,1,125,JJ,55-64,Male,21+ seasons,7,9,9,Just right,990,Unaware
ff96f485,1,10,V,55-64,Female,11-15 season,10 - Extremely satisfied,6,5,Too Few,990,Unaware
02326b5f,1,523,E,35-44,Male,2-5 season,7,6,7,Too few,990,Unaware
d294eb4b,1,273,P,35-44,Male,11-20 season,7,990,7,Too few,990,Unaware
a27caf89,1,74,R,55-64,Female,2-5 season,7,2,1 - Not at all satisfied,Just Right,5,Aware and have NOT used/received
e8af719b,1,161,OO,65+,Female,6-10 season,8,7,5,Too Few,7,Aware and have used/received
97ebf2bd,1,273,M,45-54,Female,6-10 season,9,990,10 - Extremely satisfied,Just right,990,Unaware
ab230279,1,535,LL,35-44,Male,2-5 season,7,4,5,Just right,990,Unaware
4c8b9793,1,94,Z,45-54,Male,6-10 season,7,2,7,Just right,6,Aware and have NOT used/received
06816e6a,1,513,Y,45-54,Male,6-10 season,7,7,990,Just right,990,Unaware
4a9913c4,1,469,T,25-34,Female,6-10 season,5,6,990,Too Many,7,Aware and have NOT used/received
6290e36e,1,11,Y,45-54,Male,2-5 season,10 - Extremely satisfied,5,990,Just right,990,Unaware
f5b9082c,1,174,DD,35-44,Male,21+ seasons,1 - Not at all satisfied,6,5,Too few,990,Unaware
93fd9a6d,1,433,P,45-54,Female,21+ seasons,9,10 - Extremely satisfied,6,Too Many,990,Aware and have NOT used/received
a8de90d5,1,358,V,25-34,Male,2-5 season,7,5,5,Too few,990,Aware and have used/received
c7558548,1,393,EE,35-44,Male,11-15 season,7,3,1 - Not at all satisfied,Too Many,7,Aware and have used/received
e1544ccb,1,2,N,25-34,Female,16-20 season,9,9,6,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
b3edaa16,1,468,A,65+,Male,21+ seasons,8,7,7,Just right,990,Unaware
166313b7,1,368,U,65+,Male,21+ seasons,8,5,7,Just right,9,Aware and have NOT used/received
9cd6fb9c,1,343,BB,35-44,Female,21+ seasons,1 - Not at all satisfied,10 - Extremely satisfied,5,Just Right,990,Unaware
6e657a77,1,472,BB,45-54,Male,2-5 season,9,7,7,Just right,990,Unaware
65d39606,1,336,T,55-64,Male,11-20 season,9,9,10 - Extremely satisfied,Too few,990,Unaware
a09ff276,1,77,S,65+,Male,11-20 season,8,4,6,Too few,990,Unaware
babeb7c5,1,94,U,65+,Female,6-10 season,6,7,1 - Not at all satisfied,Too Many,3,Aware and have NOT used/received
907d0317,1,22,F,Prefer not to answer,Prefer not to answer,2-5 season,6,1 - Not at all satisfied,990,Just right,9,Aware and have NOT used/received
485df407,1,182,JJ,45-54,Male,2-5 season,9,6,8,Just right,990,Unaware
e42589bb,1,276,K,55-64,Male,11-20 season,8,6,8,Just right,5,Aware and have NOT used/received
986185c1,1,483,AA,45-54,Male,2-5 season,2,2,6,Too Many,990,Unaware
2255980d,1,312,J,45-54,Female,6-10 season,10 - Extremely satisfied,2,990,Too Many,5,Aware and have NOT used/received
20921bb1,1,459,Q,35-44,Female,16-20 season,3,8,8,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
b2311d1d,1,294,R,45-54,Male,11-20 season,10 - Extremely satisfied,9,8,Just right,8,Aware and have used/received
0c68ad47,1,316,G,65+,Female,21+ seasons,8,3,5,Too few,990,Aware and have NOT used/received
9b7b75cf,1,146,B,65+,Male,21+ seasons,8,9,9,Just right,990,Unaware
e0068f15,1,490,M,65+,Male,21+ seasons,8,7,9,Just right,990,Aware and have used/received
dcee9fc4,1,312,MM,35-44,Female,6-10 season,9,8,9,Just right,5,Aware and have NOT used/received
790e7011,1,444,O,65+,Male,21+ seasons,8,6,6,Too few,990,Unaware
effd8c78,1,487,E,45-54,Female,16-20 season,9,8,5,Too Few,990,Unaware
57efb934,1,370,N,55-64,Male,2-5 season,3,7,6,Too Few,990,Unaware
fd174e98,1,540,A,55-64,Male,2-5 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,7,Aware and have NOT used/received
360626b5,1,54,W,55-64,Male,11-15 season,8,7,990,Just Right,990,Unaware
264cb7a4,1,492,U,45-54,Male,6-10 season,10 - Extremely satisfied,9,8,Too Few,990,Unaware
fa6d2f47,1,407,Q,55-64,Male,11-20 season,7,6,5,Just right,990,Unaware
0eac5fbf,1,451,K,55-64,Male,21+ seasons,8,3,990,Too Few,990,Aware and have NOT used/received
aee90deb,1,67,Z,35-44,Female,2-5 season,6,7,6,Too Few,990,Unaware
4785664f,1,69,W,45-54,Male,11-15 season,9,6,6,Just Right,990,Unaware
1e674920,1,252,M,45-54,Male,11-20 season,7,7,8,Just right,990,Unaware
2787a60a,1,127,E,25-34,Male,2-5 season,8,8,9,Just Right,990,Unaware
8d9ac8b3,1,87,S,35-44,Male,11-20 season,5,7,8,Just right,10 - Extremely satisfied,Aware and have NOT used/received
b1ec9cd2,1,313,II,65+,Male,21+ seasons,8,7,7,Just right,990,Unaware
41c560a4,1,327,LL,35-44,Male,2-5 season,10 - Extremely satisfied,7,990,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
36925326,1,414,M,35-44,Male,1 season,10 - Extremely satisfied,7,990,Just right,5,Aware and have NOT used/received
1c012738,1,101,M,45-54,Female,21+ seasons,8,8,7,Just right,990,Unaware
67e46554,1,307,R,45-54,Male,11-20 season,8,4,990,Just right,7,Aware and have used/received
7d32bda4,1,19,G,45-54,Female,6-10 season,8,5,4,Just right,990,Unaware
588995a5,1,536,Z,45-54,Female,2-5 season,9,10 - Extremely satisfied,1 - Not at all satisfied,Too Few,4,Aware and have NOT used/received
8ced5bf2,1,37,I,45-54,Male,16-20 season,6,3,990,Just Right,990,Unaware
3c44113f,1,254,Z,45-54,Female,6-10 season,9,9,1 - Not at all satisfied,Just Right,2,Aware and have NOT used/received
e24e7958,1,460,JJ,55-64,Male,6-10 season,10 - Extremely satisfied,2,7,Too Few,990,Aware and have NOT used/received
baa21a91,1,177,O,Prefer not to answer,Prefer not to answer,6-10 season,6,8,6,Just right,10 - Extremely satisfied,Aware and have NOT used/received
dddc6211,1,357,AA,45-54,Female,2-5 season,9,8,5,Too Few,1 - Not at all satisfied,Aware and have NOT used/received
a303e3aa,1,233,S,45-54,Female,6-10 season,7,7,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
c498386a,1,205,GG,25-34,Male,11-15 season,10 - Extremely satisfied,7,3,Just Right,990,Unaware
079c90c9,1,413,T,55-64,Male,21+ seasons,8,1 - Not at all satisfied,8,Just right,990,Unaware
d8764bbb,1,178,E,65+,Female,11-20 season,8,5,5,Just right,7,Aware and have NOT used/received
3fb5d7ab,1,476,JJ,25-34,Female,21+ seasons,8,2,3,Just Right,990,Aware and have NOT used/received
83396aa8,1,247,JJ,55-64,Male,21+ seasons,9,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
f5504814,1,375,D,35-44,Female,2-5 season,6,8,9,Just Right,5,Aware and have NOT used/received
dfc17e57,1,2,B,65+,Male,21+ seasons,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
8a0c8bca,1,260,F,65+,Male,21+ seasons,8,5,7,Just right,990,Unaware
42f1dae8,1,327,BB,65+,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have NOT used/received
2e3cac1b,1,267,K,65+,Male,21+ seasons,10 - Extremely satisfied,5,8,Just right,990,Unaware
b9c0762d,1,535,K,25-34,Male,11-20 season,6,6,6,Just right,990,Unaware
cdbb40cb,1,378,C,65+,Female,21+ seasons,4,4,6,Just right,990,Aware and have NOT used/received
33faa4ad,1,237,FF,45-54,Male,11-20 season,8,9,8,Just right,10 - Extremely satisfied,Aware and have used/received
cc18aa2c,1,548,H,65+,Male,11-20 season,9,3,7,Just right,990,Unaware
432ea4e5,1,341,GG,55-64,Male,11-15 season,10 - Extremely satisfied,10 - Extremely satisfied,990,Too Few,990,Unaware
cfd2e01c,1,396,C,65+,Male,21+ seasons,8,3,5,Just right,990,Unaware
307cd21a,1,160,X,65+,Male,21+ seasons,2,4,2,Too few,5,Aware and have NOT used/received
e040127c,1,382,P,45-54,Female,6-10 season,10 - Extremely satisfied,4,990,Too Many,990,Unaware
75793def,1,293,K,55-64,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,990,Just right,990,Unaware
0c0380e2,1,102,MM,55-64,Female,21+ seasons,10 - Extremely satisfied,3,5,Just Right,990,Unaware
0494ced6,1,168,Y,45-54,Female,16-20 season,5,4,8,Just Right,990,Unaware
c61711c8,1,271,A,45-54,Female,2-5 season,3,9,1 - Not at all satisfied,Too Many,990,Aware and have NOT used/received
6f74bef5,1,471,OO,45-54,Male,2-5 season,10 - Extremely satisfied,7,8,Just right,5,Aware and have NOT used/received
b38410a8,1,281,BB,65+,Female,6-10 season,8,5,990,Too few,990,Unaware
f53e284d,1,370,G,65+,Male,21+ seasons,7,6,5,Just right,9,Aware and have used/received
3192b862,1,50,P,45-54,Male,2-5 season,10 - Extremely satisfied,3,1 - Not at all satisfied,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
5f1fd9c9,1,476,G,65+,Female,21+ seasons,9,9,9,Just right,5,Aware and have used/received
40f6f6e3,1,170,T,45-54,Male,2-5 season,8,7,7,Too few,6,Aware and have NOT used/received
d9110fed,1,333,U,25-34,Female,11-15 season,7,9,6,Too Many,1 - Not at all satisfied,Aware and have NOT used/received
ec37e9ab,1,261,I,45-54,Female,6-10 season,3,8,8,Too Few,1 - Not at all satisfied,Aware and have NOT used/received
07ccc230,1,483,J,45-54,Male,2-5 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,990,Unaware
51917758,1,291,N,55-64,Male,6-10 season,8,7,8,Just right,9,Aware and have NOT used/received
92664faf,1,89,Y,45-54,Female,11-15 season,7,2,990,Just Right,990,Unaware
3848a01d,1,61,M,55-64,Male,2-5 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Too few,9,Aware and have used/received
5ec3a0f9,1,355,T,45-54,Male,21+ seasons,9,6,9,Just right,5,Aware and have NOT used/received
6eb166c1,1,451,LL,55-64,Female,11-15 season,6,4,8,Too Many,990,Unaware
27155c86,1,445,S,65+,Male,21+ seasons,3,9,9,Just right,990,Unaware
fe095a2f,1,358,CC,65+,Male,21+ seasons,8,8,8,Just right,990,Unaware
1249248b,1,385,H,45-54,Female,21+ seasons,10 - Extremely satisfied,1 - Not at all satisfied,5,Too Many,990,Unaware
5f7b17d7,1,43,D,55-64,Male,21+ seasons,7,8,8,Just right,990,Unaware
c32b0268,1,64,T,55-64,Female,2-5 season,1 - Not at all satisfied,6,1 - Not at all satisfied,Too few,990,Unaware
9dfe40cc,1,116,JJ,45-54,Male,11-15 season,9,9,10 - Extremely satisfied,Too Few,990,Unaware
66b20ad2,1,484,Y,45-54,Female,11-15 season,10 - Extremely satisfied,2,990,Too Many,990,Unaware
db79dba8,1,58,Q,65+,Male,2-5 season,8,9,10 - Extremely satisfied,Just right,990,Unaware
364c5273,1,83,K,25-34,Male,16-20 season,10 - Extremely satisfied,8,9,Too Many,990,Aware and have NOT used/received
2291d83b,1,456,T,25-34,Female,11-15 season,9,1 - Not at all satisfied,6,Just Right,990,Unaware
a3dca5fc,1,495,O,45-54,Female,2-5 season,7,10 - Extremely satisfied,8,Too Few,990,Unaware
4136a67d,1,476,N,45-54,Female,6-10 season,5,10 - Extremely satisfied,9,Too Few,990,Aware and have NOT used/received
6ca624a9,1,437,C,45-54,Female,2-5 season,9,6,8,Just right,7,Aware and have used/received
b8a2dacf,1,369,Q,65+,Male,21+ seasons,2,7,4,Too few,5,Aware and have NOT used/received
34381784,1,546,T,45-54,Female,11-15 season,7,990,5,Too Many,990,Unaware
5a119fe9,1,300,I,55-64,Male,21+ seasons,10 - Extremely satisfied,8,9,Just right,990,Aware and have NOT used/received
5a96fe45,1,269,T,45-54,Male,11-20 season,9,8,990,Too many,990,Unaware
00709bdb,1,69,E,65+,Male,11-20 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
b67c5674,1,341,F,55-64,Male,21+ seasons,2,2,8,Just right,990,Unaware
93ab3245,1,71,N,55-64,Male,2-5 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,6,Aware and have NOT used/received
3135745b,1,537,B,65+,Female,6-10 season,7,7,7,Too few,990,Unaware
9e9195be,1,262,FF,45-54,Male,16-20 season,7,8,10 - Extremely satisfied,Just Right,7,Aware and have NOT used/received
bdf01f14,1,466,AA,65+,Male,6-10 season,9,9,8,Just right,990,Unaware
d1265888,1,407,OO,45-54,Male,2-5 season,8,8,8,Just right,990,Unaware
f132b593,1,336,Y,55-64,Female,11-15 season,9,10 - Extremely satisfied,4,Too Few,990,Aware and have NOT used/received
2d6c379d,1,60,S,65+,Male,21+ seasons,1 - Not at all satisfied,10 - Extremely satisfied,9,Too few,10 - Extremely satisfied,Aware and have NOT used/received
329f938a,1,394,T,65+,Male,21+ seasons,10 - Extremely satisfied,7,9,Just right,990,Unaware
b63c1a0e,1,458,T,35-44,Female,21+ seasons,8,8,7,Just right,990,Unaware
e0eb9e7a,1,461,BB,35-44,Male,11-20 season,7,8,7,Just right,7,Aware and have NOT used/received
dc3f8402,1,459,J,35-44,Female,21+ seasons,9,5,4,Too Few,990,Unaware
0e168057,1,38,V,45-54,Male,11-15 season,3,9,6,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
985772cc,1,87,Q,55-64,Female,21+ seasons,7,5,5,Too few,1 - Not at all satisfied,Aware and have NOT used/received
42f95c59,1,23,S,65+,Male,21+ seasons,7,7,990,Just right,990,Unaware
a256791a,1,530,NN,65+,Male,21+ seasons,8,3,7,Just right,9,Aware and have used/received
0152f3c8,1,500,HH,45-54,Female,6-10 season,8,4,1 - Not at all satisfied,Too Few,990,Unaware
5a181986,1,431,II,45-54,Female,11-15 season,10 - Extremely satisfied,5,990,Just Right,990,Unaware
76642150,1,303,U,45-54,Male,2-5 season,9,6,990,Just right,990,Unaware
ca7b8a47,1,400,LL,45-54,Male,2-5 season,6,7,5,Too Few,990,Unaware
630e53a4,1,383,R,65+,Male,21+ seasons,5,1 - Not at all satisfied,990,Just right,990,Unaware
63e423f3,1,428,OO,65+,Male,16-20 season,5,8,8,Just Right,990,Unaware
9.92E+12,1,414,F,65+,Male,1 season,10 - Extremely satisfied,1 - Not at all satisfied,8,Too Many,990,Unaware
0c317781,1,400,X,55-64,Male,11-15 season,8,10 - Extremely satisfied,5,Too Many,8,Aware and have NOT used/received
3bd74ecc,1,364,O,45-54,Male,2-5 season,7,6,6,Too few,990,Unaware
9d260a9a,1,204,Y,65+,Male,21+ seasons,8,2,6,Too few,990,Unaware
f6918380,1,88,M,65+,Male,21+ seasons,8,6,9,Just right,5,Aware and have NOT used/received
b2d0d3b4,1,197,EE,55-64,Male,21+ seasons,6,7,5,Too few,9,Aware and have NOT used/received
c0bed5ac,1,193,NN,55-64,Male,21+ seasons,3,2,4,Too few,990,Aware and have NOT used/received
2b0b044c,1,186,KK,65+,Male,6-10 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
fbf847f0,1,301,O,55-64,Male,21+ seasons,8,8,6,Just right,990,Aware and have NOT used/received
d6198b3d,1,275,I,45-54,Male,11-20 season,8,7,9,Just right,990,Unaware
202c4890,1,144,CC,45-54,Female,21+ seasons,8,3,6,Too Few,990,Unaware
038f5c48,1,172,M,55-64,Female,11-20 season,8,6,8,Just right,2,Aware and have NOT used/received
cb46118a,1,184,NN,45-54,Male,2-5 season,8,10 - Extremely satisfied,2,Too Many,990,Unaware
ad3ffda4,1,133,BB,45-54,Male,21+ seasons,4,9,10 - Extremely satisfied,Just right,990,Unaware
6752655b,1,42,M,55-64,Male,6-10 season,10 - Extremely satisfied,9,10 - Extremely satisfied,Just Right,990,Unaware
3b68481b,1,466,NN,Prefer not to answer,Male,21+ seasons,8,7,6,Just right,990,Unaware
f691759c,1,507,G,55-64,Male,2-5 season,9,6,9,Just right,2,Aware and have NOT used/received
f27bcdc8,1,148,Q,55-64,Male,16-20 season,1 - Not at all satisfied,6,990,Just Right,990,Unaware
f7950376,1,428,R,45-54,Male,11-15 season,5,8,3,Too Few,990,Unaware
a98oi1h3,1,22,A,55-64,Female,6-10 season,1 - Not at all satisfied,10 - Extremely satisfied,2,Too Many,1 - Not at all satisfied,Aware and have used/received
f1556229,1,430,II,65+,Female,11-15 season,10 - Extremely satisfied,8,1 - Not at all satisfied,Too Many,990,Unaware
18dfc1ee,1,202,O,55-64,Male,1 season,10 - Extremely satisfied,1 - Not at all satisfied,6,Just Right,990,Unaware
601f1b25,1,306,V,25-34,Male,2-5 season,10 - Extremely satisfied,8,9,Just right,990,Unaware
bb7e2aae,1,422,KK,55-64,Male,11-20 season,8,9,8,Just right,990,Unaware
fe411c71,1,503,Q,45-54,Male,2-5 season,9,10 - Extremely satisfied,9,Just right,990,Aware and have NOT used/received
f3f6d26a,1,214,KK,55-64,Male,6-10 season,4,10 - Extremely satisfied,10 - Extremely satisfied,Too Few,9,Aware and have NOT used/received
9a39571e,1,467,GG,55-64,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,6,Aware and have NOT used/received
4fc1499a,1,325,R,65+,Male,6-10 season,8,6,8,Too Few,990,Unaware
a9e5a021,1,425,KK,35-44,Male,6-10 season,7,1 - Not at all satisfied,8,Too Many,990,Unaware
