uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Sat,Benefit_Aware
06a8fca1,2,277,Q,25-34,Female,16-20 season,10 - Extremely satisfied,1 - Not at all satisfied,1 - Not at all satisfied,Too Many,8,Aware and have NOT used/received
sn0in018,2,185,AA,65+,Male,21+ seasons,3,1 - Not at all satisfied,3,Too Many,990,Unaware
cf4c5f7e,2,105,F,55-64,Female,16-20 season,5,3,7,Too Many,990,Unaware
422592a1,2,404,T,65+,Male,21+ seasons,7,3,7,Just right,990,Unaware
276b4394,2,110,E,55-64,Male,21+ seasons,2,8,9,Too many,990,Unaware
65101034,2,360,FF,35-44,Male,1 season,10 - Extremely satisfied,5,8,Just right,990,Unaware
6b32a61a,2,474,H,35-44,Male,1 season,8,6,8,Just right,990,Unaware
dcfa8129,2,121,B,55-64,Male,11-20 season,9,6,8,Just right,990,Unaware
e1e70184,2,165,D,35-44,Male,2-5 season,6,3,5,Just right,9,Aware and have NOT used/received
28034c7f,2,436,U,65+,Male,21+ seasons,5,3,10 - Extremely satisfied,Just right,990,Unaware
a8ce5d4b,2,181,BB,55-64,Male,1 season,6,5,6,Just right,990,Unaware
e525f7be,2,14,J,55-64,Female,6-10 season,6,10 - Extremely satisfied,4,Too Many,990,Unaware
94c52b6d,2,319,OO,35-44,Female,2-5 season,10 - Extremely satisfied,2,9,Too Few,8,Aware and have NOT used/received
0b20a9f3,2,169,CC,45-54,Male,1 season,7,6,9,Just right,9,Aware and have NOT used/received
9635245f,2,380,J,65+,Female,21+ seasons,5,6,7,Just right,990,Aware and have NOT used/received
62c39366,2,394,M,65+,Female,21+ seasons,7,6,990,Just right,990,Unaware
1ab011af,2,269,JJ,55-64,Male,21+ seasons,9,1 - Not at all satisfied,7,Just right,8,Aware and have used/received
3fe05cb9,2,243,EE,65+,Female,11-20 season,5,3,8,Just right,990,Unaware
b5718d89,2,94,R,35-44,Male,2-5 season,5,4,9,Too Many,7,Aware and have NOT used/received
11bc96d4,2,266,P,35-44,Male,1 season,10 - Extremely satisfied,7,8,Just right,990,Unaware
988f2c28,2,369,M,25-34,Male,2-5 season,6,10 - Extremely satisfied,5,Too Many,8,Aware and have NOT used/received
62c31238,2,109,K,55-64,Male,16-20 season,6,7,8,Too Many,990,Unaware
ed7bc3ac,2,367,MM,55-64,Male,21+ seasons,6,6,7,Just right,990,Unaware
5b283c96,2,211,X,35-44,Male,21+ seasons,8,7,8,Just right,990,Unaware
5b4824b7,2,8,T,55-64,Female,16-20 season,9,5,4,Just Right,990,Unaware
23e23952,2,331,L,45-54,Male,2-5 season,8,5,6,Too many,2,Aware and have NOT used/received
1d2eb566,2,177,KK,45-54,Female,11-15 season,8,2,1 - Not at all satisfied,Too Few,5,Aware and have NOT used/received
b903a3d8,2,67,A,35-44,Male,11-15 season,7,5,9,Just Right,5,Aware and have NOT used/received
a8b3f053,2,225,AA,55-64,Female,6-10 season,10 - Extremely satisfied,5,4,Just Right,8,Aware and have used/received
fb8c60b5,2,260,Z,35-44,Male,1 season,8,6,7,Too few,990,Unaware
f28dbf06,2,117,CC,45-54,Male,21+ seasons,7,5,8,Just right,990,Unaware
a9d25c52,2,14,N,55-64,Male,2-5 season,9,7,8,Just right,8,Aware and have used/received
ea216cb8,2,118,F,45-54,Male,6-10 season,9,9,7,Too Few,990,Unaware
e1e977c3,2,244,U,55-64,Male,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,990,Too few,990,Unaware
4634585e,2,195,Z,65+,Female,11-15 season,5,4,4,Too Few,7,Aware and have used/received
31aaddb3,2,36,W,35-44,Male,2-5 season,7,6,1 - Not at all satisfied,Too Few,990,Aware and have NOT used/received
355fda1b,2,193,W,65+,Male,21+ seasons,8,7,9,Just right,990,Unaware
863e918b,2,243,HH,45-54,Male,21+ seasons,9,6,8,Just right,990,Unaware
813bcdd5,2,292,FF,65+,Male,21+ seasons,9,3,5,Too few,990,Unaware
5588e44f,2,121,S,55-64,Male,21+ seasons,2,1 - Not at all satisfied,990,Too many,990,Unaware
5220a680,2,88,X,55-64,Male,11-15 season,9,8,3,Too Many,990,Unaware
665d8c8a,2,383,F,45-54,Male,21+ seasons,1 - Not at all satisfied,6,8,Just right,2,Aware and have NOT used/received
bb8ebb9f,2,152,DD,55-64,Female,21+ seasons,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,990,Unaware
6617111e,2,242,OO,35-44,Male,6-10 season,9,10 - Extremely satisfied,3,Too Few,990,Unaware
56c7998d,2,455,R,65+,Male,21+ seasons,8,990,7,Just right,990,Unaware
5816bfcd,2,378,L,55-64,Male,6-10 season,6,7,6,Too Many,990,Aware and have NOT used/received
6.33E+07,2,22,W,55-64,Female,2-5 season,7,2,1 - Not at all satisfied,Too Many,9,Aware and have used/received
f44a8af0,2,327,Q,55-64,Male,6-10 season,7,8,7,Too few,5,Aware and have NOT used/received
9d2dab86,2,318,U,45-54,Female,11-15 season,7,6,6,Just Right,5,Aware and have NOT used/received
3aab7a16,2,100,D,55-64,Male,2-5 season,8,1 - Not at all satisfied,10 - Extremely satisfied,Just right,990,Unaware
62920914,2,401,DD,55-64,Female,21+ seasons,9,7,1 - Not at all satisfied,Just Right,7,Aware and have used/received
2df163d7,2,183,D,35-44,Female,11-15 season,5,4,7,Too Many,10 - Extremely satisfied,Aware and have NOT used/received
aa00bef7,2,142,BB,65+,Male,11-20 season,8,1 - Not at all satisfied,8,Just right,990,Unaware
8b18cd6a,2,381,H,65+,Male,21+ seasons,4,5,8,Just right,7,Aware and have used/received
672b3b49,2,224,S,65+,Female,2-5 season,6,4,4,Too Many,990,Unaware
75fb70a9,2,177,Q,45-54,Male,6-10 season,6,1 - Not at all satisfied,6,Just right,990,Unaware
dff2484d,2,157,S,45-54,Female,2-5 season,7,6,4,Too Many,990,Unaware
b9668c7d,2,141,K,55-64,Male,2-5 season,9,5,1 - Not at all satisfied,Just Right,990,Unaware
0c50d38c,2,144,B,45-54,Male,16-20 season,10 - Extremely satisfied,5,3,Just Right,990,Unaware
025d73c4,2,24,W,45-54,Male,2-5 season,10 - Extremely satisfied,8,6,Just Right,990,Unaware
787c21b0,2,110,MM,35-44,Female,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
d3a5ebcf,2,507,C,65+,Male,2-5 season,9,6,2,Just Right,990,Unaware
865c4e3c,2,335,JJ,45-54,Male,2-5 season,10 - Extremely satisfied,7,9,Just right,990,Unaware
c4c77fee,2,505,U,25-34,Female,2-5 season,9,9,2,Too Many,990,Unaware
a5c2bddd,2,70,G,65+,Female,21+ seasons,6,4,9,Just right,990,Unaware
asd5165s,2,212,M,65+,Male,16-20 season,1 - Not at all satisfied,1 - Not at all satisfied,1 - Not at all satisfied,Too Many,8,Aware and have used/received
ad9075c7,2,103,AA,25-34,Female,2-5 season,7,9,9,Too Many,7,Aware and have used/received
394766fa,2,503,II,65+,Female,11-20 season,7,5,5,Too few,990,Unaware
cb3a8acc,2,371,N,25-34,Female,6-10 season,5,1 - Not at all satisfied,5,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
04fb77a4,2,419,KK,45-54,Male,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have NOT used/received
d2325811,2,176,NN,45-54,Male,1 season,9,5,8,Just right,990,Aware and have NOT used/received
a668155d,2,160,C,55-64,Male,21+ seasons,7,7,8,Just right,9,Aware and have NOT used/received
d28afecc,2,540,LL,55-64,Female,21+ seasons,8,6,8,Just right,990,Unaware
022df294,2,332,M,45-54,Female,21+ seasons,8,6,10 - Extremely satisfied,Just right,990,Unaware
579037a8,2,450,JJ,45-54,Male,1 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,9,Aware and have NOT used/received
068b9831,2,115,FF,55-64,Male,6-10 season,9,9,8,Too Many,8,Aware and have NOT used/received
5783f620,2,515,NN,45-54,Male,2-5 season,5,4,5,Just right,8,Aware and have NOT used/received
3b470de6,2,478,B,65+,Male,21+ seasons,7,990,4,Just right,990,Unaware
9052e1b6,2,192,K,55-64,Male,21+ seasons,6,4,4,Too few,5,Aware and have NOT used/received
dd67b3c5,2,499,P,65+,Female,2-5 season,8,2,7,Just Right,6,Aware and have NOT used/received
d67ca632,2,536,U,45-54,Male,16-20 season,8,8,2,Just Right,7,Aware and have NOT used/received
2de83399,2,469,O,45-54,Female,6-10 season,9,4,8,Too Many,990,Unaware
da7d74b3,2,155,K,Prefer not to answer,Male,11-20 season,2,2,4,Just right,990,Aware and have NOT used/received
as23d165,2,345,M,35-44,Female,11-15 season,2,1 - Not at all satisfied,2,Just Right,990,Unaware
3d8e6fa1,2,266,KK,45-54,Male,2-5 season,7,4,8,Just right,990,Aware and have NOT used/received
858a36fa,2,82,G,55-64,Male,6-10 season,10 - Extremely satisfied,990,8,Too Many,990,Unaware
89baa6ec,2,396,CC,35-44,Male,1 season,9,5,5,Just right,7,Aware and have used/received
35d85599,2,185,MM,65+,Female,21+ seasons,5,4,7,Too Many,990,Unaware
a7452fa4,2,226,FF,55-64,Male,21+ seasons,8,5,7,Just right,990,Unaware
0bc1a1ed,2,104,U,45-54,Male,21+ seasons,3,6,5,Too few,990,Unaware
f267ed66,2,152,P,55-64,Female,2-5 season,6,5,990,Too few,7,Aware and have used/received
345f267c,2,237,OO,45-54,Male,2-5 season,8,4,8,Just right,990,Unaware
f935d30f,2,270,II,65+,Male,21+ seasons,8,7,8,Just right,990,Unaware
3f5bb3d4,2,447,H,65+,Female,21+ seasons,6,4,7,Just right,990,Aware and have NOT used/received
61daa3f8,2,276,CC,45-54,Female,6-10 season,10 - Extremely satisfied,4,9,Too Many,5,Aware and have NOT used/received
8141bb52,2,315,HH,55-64,Female,21+ seasons,7,5,6,Just right,990,Aware and have NOT used/received
a1bb3bed,2,476,V,35-44,Female,1 season,10 - Extremely satisfied,4,5,Too Many,990,Unaware
19d17dff,2,178,P,35-44,Male,2-5 season,10 - Extremely satisfied,5,10 - Extremely satisfied,Just right,990,Unaware
ca13a5d2,2,5,K,55-64,Male,2-5 season,7,1 - Not at all satisfied,6,Too Few,990,Unaware
b14e0708,2,216,DD,25-34,Female,2-5 season,8,1 - Not at all satisfied,9,Too Many,5,Aware and have NOT used/received
ff47b417,2,546,Q,45-54,Female,1 season,7,4,6,Too Many,7,Aware and have NOT used/received
df5fdc92,2,426,LL,25-34,Male,1 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,990,Unaware
1882cbdb,2,24,U,25-34,Female,16-20 season,10 - Extremely satisfied,3,6,Just Right,10 - Extremely satisfied,Aware and have NOT used/received
c0c116ee,2,323,E,45-54,Male,21+ seasons,6,3,9,Too Many,990,Aware and have NOT used/received
a70bd872,2,164,EE,55-64,Male,21+ seasons,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,4,Aware and have NOT used/received
8d6f4cfa,2,468,M,55-64,Female,2-5 season,7,1 - Not at all satisfied,5,Too few,5,Aware and have NOT used/received
04a7aca0,2,440,Q,25-34,Male,2-5 season,8,4,10 - Extremely satisfied,Just right,8,Aware and have NOT used/received
9f42b2a2,2,265,KK,45-54,Male,6-10 season,8,7,8,Too Few,990,Unaware
2a574bbb,2,183,I,65+,Male,21+ seasons,9,6,6,Just right,990,Unaware
7a83bd4d,2,412,EE,45-54,Female,16-20 season,10 - Extremely satisfied,2,9,Too Few,990,Aware and have NOT used/received
f0ce5b5b,2,494,Z,55-64,Male,16-20 season,5,8,8,Just Right,990,Unaware
d25d2b37,2,203,J,55-64,Male,21+ seasons,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,990,Unaware
4e36c8ad,2,304,LL,45-54,Male,21+ seasons,6,2,5,Too Few,990,Unaware
48ee321f,2,305,LL,65+,Male,2-5 season,7,6,10 - Extremely satisfied,Just Right,990,Unaware
81005f52,2,315,Q,65+,Male,21+ seasons,7,2,5,Just right,990,Unaware
7f337aee,2,211,W,55-64,Male,21+ seasons,7,5,5,Just right,8,Aware and have used/received
0f743c35,2,186,I,45-54,Male,11-20 season,1 - Not at all satisfied,3,5,Just right,990,Unaware
33665fc8,2,510,S,55-64,Male,11-20 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,5,Aware and have used/received
327e14ec,2,152,BB,55-64,Female,6-10 season,3,4,7,Too Few,990,Aware and have NOT used/received
09757c24,2,343,NN,55-64,Male,11-20 season,7,7,8,Just right,990,Unaware
6ddfff61,2,520,R,65+,Male,21+ seasons,7,990,7,Too few,990,Unaware
31a817b3,2,263,T,65+,Male,21+ seasons,7,4,7,Just right,7,Aware and have NOT used/received
3c04b8de,2,155,B,45-54,Female,6-10 season,10 - Extremely satisfied,2,2,Too Many,990,Unaware
24be2466,2,212,V,45-54,Male,11-15 season,7,5,7,Too Few,7,Aware and have NOT used/received
db667892,2,420,GG,65+,Male,21+ seasons,7,5,6,Just right,990,Aware and have NOT used/received
8a8feb62,2,387,II,45-54,Male,11-20 season,8,6,9,Just right,990,Unaware
397e4b23,2,63,U,45-54,Female,21+ seasons,7,990,9,Too Many,990,Aware and have used/received
af213cb3,2,432,R,45-54,Female,2-5 season,4,2,2,Too Few,7,Aware and have NOT used/received
e1c49464,2,335,P,55-64,Male,6-10 season,8,3,10 - Extremely satisfied,Too Many,990,Unaware
6943013f,2,138,N,35-44,Male,21+ seasons,3,6,7,Just right,990,Unaware
2d138ba1,2,348,G,55-64,Female,6-10 season,9,5,9,Too Many,990,Unaware
f2486116,2,451,E,65+,Male,11-20 season,1 - Not at all satisfied,4,9,Just right,2,Aware and have NOT used/received
78c3719e,2,391,W,55-64,Male,6-10 season,1 - Not at all satisfied,6,2,Too many,990,Unaware
asiu911a,2,325,H,65+,Female,16-20 season,3,9,990,Too Many,990,Unaware
7c2d5552,2,284,JJ,55-64,Male,21+ seasons,5,1 - Not at all satisfied,8,Just right,990,Aware and have NOT used/received
66135a5b,2,52,R,35-44,Female,21+ seasons,9,2,1 - Not at all satisfied,Too Many,990,Unaware
38913922,2,402,C,45-54,Male,21+ seasons,8,7,6,Just right,990,Unaware
f97745c7,2,240,GG,65+,Male,21+ seasons,7,6,8,Just right,990,Unaware
4f22419a,2,416,M,65+,Male,21+ seasons,7,2,9,Just right,9,Aware and have used/received
77a4b6e4,2,538,G,35-44,Male,2-5 season,7,5,5,Just right,990,Unaware
fbc572eb,2,516,M,55-64,Female,6-10 season,7,9,3,Too Many,3,Aware and have NOT used/received
asoih01k,2,99,S,55-64,Male,2-5 season,2,1 - Not at all satisfied,1 - Not at all satisfied,Too Many,990,Unaware
1120d92d,2,325,D,45-54,Female,16-20 season,10 - Extremely satisfied,3,1 - Not at all satisfied,Too Few,5,Aware and have NOT used/received
65c9c54b,2,390,L,45-54,Male,11-20 season,2,3,5,Too many,10 - Extremely satisfied,Aware and have used/received
134b837e,2,77,Y,25-34,Female,2-5 season,8,6,9,Just Right,7,Aware and have NOT used/received
b2b64fe7,2,15,N,45-54,Male,21+ seasons,3,9,10 - Extremely satisfied,Just Right,990,Unaware
ae2a0c27,2,111,K,45-54,Male,16-20 season,10 - Extremely satisfied,10 - Extremely satisfied,2,Too Few,990,Unaware
a9de820e,2,235,Y,55-64,Male,6-10 season,8,6,9,Just right,6,Aware and have used/received
fc803d3e,2,313,H,45-54,Male,21+ seasons,2,2,4,Just right,6,Aware and have NOT used/received
50547fbb,2,397,CC,45-54,Male,6-10 season,10 - Extremely satisfied,2,2,Too Few,990,Unaware
8f5d1bc5,2,522,T,45-54,Male,1 season,8,7,1 - Not at all satisfied,Just Right,5,Aware and have NOT used/received
b25b035a,2,83,K,45-54,Male,6-10 season,9,7,1 - Not at all satisfied,Too Few,7,Aware and have used/received
7b85557c,2,462,B,45-54,Male,6-10 season,8,3,6,Just right,10 - Extremely satisfied,Aware and have NOT used/received
2e8e8fca,2,448,II,35-44,Female,16-20 season,8,10 - Extremely satisfied,1 - Not at all satisfied,Too Few,8,Aware and have NOT used/received
a97eb84f,2,189,CC,65+,Male,2-5 season,8,1 - Not at all satisfied,8,Just right,8,Aware and have NOT used/received
daf97e72,2,373,EE,45-54,Male,6-10 season,8,9,6,Just Right,10 - Extremely satisfied,Aware and have used/received
64fc64f9,2,194,M,45-54,Male,21+ seasons,9,5,10 - Extremely satisfied,Just right,990,Unaware
76704bf4,2,41,L,65+,Female,11-20 season,8,9,7,Too few,990,Unaware
e7db004b,2,431,NN,65+,Male,11-20 season,10 - Extremely satisfied,1 - Not at all satisfied,10 - Extremely satisfied,Just right,7,Aware and have NOT used/received
c3ef287b,2,156,HH,55-64,Female,21+ seasons,8,4,7,Just right,990,Unaware
ec3f08c8,2,249,DD,25-34,Male,11-20 season,1 - Not at all satisfied,2,1 - Not at all satisfied,Too few,990,Aware and have NOT used/received
0a92cade,2,507,P,65+,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,4,Aware and have NOT used/received
7df9a128,2,409,X,65+,Male,2-5 season,9,8,1 - Not at all satisfied,Too Many,990,Unaware
beba2c38,2,192,NN,45-54,Male,11-20 season,7,5,7,Just right,990,Unaware
a22c8e63,2,408,EE,65+,Male,21+ seasons,8,5,9,Just right,990,Aware and have NOT used/received
b451201c,2,515,Y,45-54,Male,1 season,8,5,9,Just right,6,Aware and have NOT used/received
18285f73,2,126,F,45-54,Male,6-10 season,10 - Extremely satisfied,4,7,Too Few,990,Unaware
b1253e00,2,433,NN,55-64,Prefer not to answer,21+ seasons,9,5,9,Just right,990,Unaware
9548fbf3,2,369,S,45-54,Male,11-15 season,7,9,9,Just Right,8,Aware and have NOT used/received
20985c6f,2,525,Y,65+,Male,21+ seasons,4,6,6,Just right,990,Unaware
8046703a,2,522,L,25-34,Male,2-5 season,7,3,8,Just right,3,Aware and have used/received
eba15e75,2,357,Q,45-54,Male,11-20 season,9,3,8,Just right,990,Unaware
e9d0c13c,2,58,Q,65+,Female,11-15 season,3,3,3,Just Right,990,Aware and have used/received
e5439e1e,2,474,E,65+,Male,21+ seasons,9,6,7,Just right,990,Unaware
1fc5048b,2,244,GG,45-54,Male,2-5 season,4,2,9,Just Right,990,Unaware
494142fa,2,429,NN,65+,Male,21+ seasons,5,4,990,Too few,990,Aware and have NOT used/received
fdf92f48,2,230,X,45-54,Female,16-20 season,9,3,9,Just Right,6,Aware and have used/received
506b2fdf,2,524,V,45-54,Male,6-10 season,6,1 - Not at all satisfied,10 - Extremely satisfied,Too Many,5,Aware and have NOT used/received
45334ca7,2,534,N,65+,Female,21+ seasons,10 - Extremely satisfied,1 - Not at all satisfied,990,Just right,990,Unaware
0c2eb882,2,159,P,55-64,Male,2-5 season,10 - Extremely satisfied,5,10 - Extremely satisfied,Just right,7,Aware and have NOT used/received
ab03d46d,2,118,R,55-64,Male,2-5 season,7,6,3,Too few,7,Aware and have NOT used/received
28b54b02,2,376,N,55-64,Male,21+ seasons,1 - Not at all satisfied,2,1 - Not at all satisfied,Too few,990,Unaware
59d15347,2,489,L,55-64,Male,21+ seasons,3,2,2,Too few,990,Unaware
89b32f82,2,207,V,45-54,Female,1 season,2,9,3,Too Few,990,Unaware
6991033,2,302,V,55-64,Female,11-15 season,7,5,2,Too Few,990,Unaware
8ba4f5ec,2,159,MM,55-64,Male,11-20 season,5,6,990,Just right,990,Aware and have NOT used/received
f701a385,2,103,KK,45-54,Female,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,5,Aware and have NOT used/received
94020443,2,28,B,65+,Female,6-10 season,4,6,4,Too Many,10 - Extremely satisfied,Aware and have used/received
95855654,2,303,M,25-34,Male,6-10 season,10 - Extremely satisfied,2,9,Too Many,990,Unaware
c491fe2d,2,478,AA,55-64,Male,21+ seasons,5,5,9,Just right,990,Unaware
15ff4344,2,154,R,55-64,Male,11-20 season,8,3,2,Too few,990,Unaware
04a9bde4,2,364,KK,65+,Female,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
a8c9582a,2,105,O,65+,Female,16-20 season,9,9,2,Just Right,10 - Extremely satisfied,Aware and have used/received
fd39c153,2,266,B,45-54,Male,11-20 season,9,7,7,Just right,990,Unaware
e8c1c5af,2,523,L,35-44,Female,16-20 season,3,10 - Extremely satisfied,8,Just Right,990,Unaware
6b889d1f,2,397,W,65+,Female,2-5 season,8,3,8,Too Few,990,Unaware
981h90h1,2,24,W,55-64,Male,2-5 season,2,1 - Not at all satisfied,990,Too Many,990,Unaware
db19b527,2,201,A,45-54,Male,6-10 season,10 - Extremely satisfied,5,5,Just Right,990,Aware and have NOT used/received
484c387b,2,408,W,45-54,Female,1 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,990,Unaware
58d135ce,2,303,Y,45-54,Male,2-5 season,5,8,4,Just Right,8,Aware and have NOT used/received
42808400,2,3,N,45-54,Male,6-10 season,7,6,5,Too Few,10 - Extremely satisfied,Aware and have used/received
a790be0c,2,438,R,65+,Male,1 season,7,10 - Extremely satisfied,7,Just right,990,Unaware
a0253b6c,2,448,NN,55-64,Female,6-10 season,7,2,4,Too few,990,Aware and have NOT used/received
17c19645,2,90,S,45-54,Male,11-20 season,8,1 - Not at all satisfied,8,Just right,8,Aware and have NOT used/received
4321b106,2,422,HH,65+,Male,21+ seasons,1 - Not at all satisfied,990,990,Just right,990,Unaware
b63f29d2,2,236,Q,45-54,Female,1 season,10 - Extremely satisfied,9,10 - Extremely satisfied,Just right,1 - Not at all satisfied,Aware and have NOT used/received
a049f583,2,375,K,45-54,Male,6-10 season,6,6,2,Too Few,8,Aware and have NOT used/received
af06490c,2,228,O,55-64,Female,2-5 season,9,7,4,Too Few,5,Aware and have NOT used/received
27a82f90,2,6,O,55-64,Male,6-10 season,8,7,9,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
f6a6f7f5,2,457,M,65+,Male,21+ seasons,1 - Not at all satisfied,4,4,Just right,990,Unaware
606310f2,2,196,II,35-44,Male,16-20 season,7,8,3,Too Many,7,Aware and have used/received
b166710c,2,310,L,45-54,Female,11-20 season,10 - Extremely satisfied,5,990,Just right,5,Aware and have used/received
fdd0722d,2,423,T,65+,Male,6-10 season,7,3,6,Just right,8,Aware and have NOT used/received
e0705eb2,2,265,B,45-54,Male,11-20 season,8,4,10 - Extremely satisfied,Just right,990,Unaware
36d85e43,2,251,AA,45-54,Female,11-15 season,2,10 - Extremely satisfied,9,Too Many,990,Unaware
8cda47ec,2,444,HH,35-44,Male,6-10 season,10 - Extremely satisfied,7,990,Too Few,990,Unaware
08524e7c,2,171,EE,45-54,Male,2-5 season,9,4,9,Just right,990,Unaware
3a46072c,2,468,I,65+,Female,2-5 season,8,6,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have used/received
cc56c7ff,2,496,T,55-64,Prefer not to answer,21+ seasons,1 - Not at all satisfied,10 - Extremely satisfied,990,Too few,1 - Not at all satisfied,Aware and have NOT used/received
f4450bcc,2,540,LL,35-44,Female,6-10 season,7,4,990,Too Many,990,Aware and have NOT used/received
17b60ab0,2,450,T,55-64,Male,11-20 season,8,9,10 - Extremely satisfied,Just right,990,Unaware
753c2048,2,402,II,65+,Male,6-10 season,7,6,10 - Extremely satisfied,Too Few,990,Aware and have NOT used/received
d588f3c5,2,153,HH,55-64,Male,11-20 season,10 - Extremely satisfied,8,8,Just right,6,Aware and have NOT used/received
6a958aaa,2,127,B,65+,Female,6-10 season,7,10 - Extremely satisfied,8,Just Right,2,Aware and have NOT used/received
85000628,2,210,U,55-64,Female,2-5 season,7,2,990,Just Right,990,Unaware
08ba998c,2,117,X,55-64,Male,21+ seasons,3,2,2,Too few,4,Aware and have NOT used/received
adad50ed,2,244,I,25-34,Male,2-5 season,6,5,9,Too Many,5,Aware and have NOT used/received
7a48dacb,2,334,L,65+,Male,11-20 season,9,5,8,Just right,990,Unaware
e21af04a,2,375,Q,55-64,Female,6-10 season,7,7,6,Just Right,7,Aware and have used/received
66eb0e11,2,23,W,45-54,Female,21+ seasons,10 - Extremely satisfied,8,7,Just Right,990,Unaware
f3663962,2,166,KK,45-54,Female,16-20 season,6,2,6,Too Many,990,Aware and have NOT used/received
967bcc81,2,451,V,65+,Male,21+ seasons,4,6,5,Just right,10 - Extremely satisfied,Aware and have used/received
2792939b,2,502,L,45-54,Male,21+ seasons,8,7,10 - Extremely satisfied,Just right,990,Unaware
ff37df38,2,502,R,55-64,Male,6-10 season,9,6,7,Just Right,990,Unaware
154c84f9,2,388,GG,55-64,Male,11-20 season,5,9,6,Just right,2,Aware and have NOT used/received
6291b63c,2,513,Z,55-64,Male,11-20 season,10 - Extremely satisfied,6,8,Just right,990,Unaware
9.07E+58,2,285,A,35-44,Male,16-20 season,4,3,1 - Not at all satisfied,Too Many,7,Aware and have NOT used/received
072f7d3d,2,404,FF,65+,Female,21+ seasons,8,6,9,Just right,10 - Extremely satisfied,Aware and have NOT used/received
3f3f49e0,2,120,HH,45-54,Male,1 season,9,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
ca2f7f05,2,409,FF,25-34,Male,2-5 season,8,5,8,Just right,990,Unaware
edb27d9b,2,363,GG,35-44,Male,1 season,8,6,10 - Extremely satisfied,Just right,990,Unaware
abac4645,2,205,F,35-44,Male,21+ seasons,9,8,990,Just right,990,Unaware
4714a5b0,2,265,B,35-44,Male,1 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
f6961677,2,521,W,35-44,Female,1 season,10 - Extremely satisfied,9,6,Just Right,990,Unaware
32f347fb,2,138,D,55-64,Female,21+ seasons,6,1 - Not at all satisfied,2,Too Few,990,Unaware
b179e236,2,446,N,55-64,Male,21+ seasons,4,4,5,Too few,990,Unaware
5b54dd76,2,543,U,45-54,Male,2-5 season,9,8,1 - Not at all satisfied,Too Few,7,Aware and have NOT used/received
c1ec72e3,2,445,CC,45-54,Female,1 season,9,7,990,Just right,990,Unaware
df74baa8,2,75,L,55-64,Male,21+ seasons,7,3,5,Too few,6,Aware and have NOT used/received
f92f39bb,2,113,I,45-54,Male,6-10 season,8,4,9,Just right,990,Unaware
1dbe9609,2,466,GG,55-64,Female,11-15 season,5,9,990,Too Few,5,Aware and have NOT used/received
165b2843,2,438,P,65+,Female,21+ seasons,6,4,5,Too few,990,Unaware
73a61837,2,132,P,35-44,Male,6-10 season,6,9,990,Just Right,990,Unaware
4bfe434f,2,294,JJ,25-34,Male,2-5 season,7,10 - Extremely satisfied,4,Just Right,990,Unaware
a7e3445f,2,197,G,45-54,Female,2-5 season,9,4,7,Too Few,990,Unaware
c5eb0549,2,262,D,55-64,Male,2-5 season,7,3,8,Just right,5,Aware and have used/received
ca407080,2,163,Y,55-64,Male,21+ seasons,1 - Not at all satisfied,1 - Not at all satisfied,990,Too many,990,Unaware
f23ffaba,2,405,C,65+,Male,21+ seasons,10 - Extremely satisfied,7,7,Just right,990,Unaware
f4adca1e,2,174,KK,35-44,Male,2-5 season,8,6,8,Too few,990,Unaware
an0i1h09,2,87,R,55-64,Male,1 season,3,1 - Not at all satisfied,1 - Not at all satisfied,Just Right,990,Unaware
25d316c3,2,276,Y,55-64,Male,6-10 season,9,1 - Not at all satisfied,8,Too Few,990,Unaware
8394beab,2,519,V,55-64,Male,11-20 season,8,7,7,Just right,990,Unaware
950f8b60,2,325,KK,35-44,Male,6-10 season,4,6,6,Too Many,990,Unaware
fed45d0d,2,197,G,55-64,Male,11-20 season,7,7,7,Just right,990,Unaware
ee92a454,2,59,Y,45-54,Female,21+ seasons,9,6,1 - Not at all satisfied,Just Right,8,Aware and have NOT used/received
5cfb34e7,2,254,X,65+,Female,21+ seasons,7,990,7,Just right,990,Unaware
