,uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Aware
587,53957abf,1,276,F,65+,Male,16-20 season,8,9,3,Just Right,Aware and have NOT used/received
588,f8e0b5dc,1,209,L,45-54,Male,6-10 season,3,6,5,Just Right,Aware and have NOT used/received
589,3a5f10c6,1,257,I,55-64,Male,16-20 season,4,9,5,Too Many,Aware and have NOT used/received
590,c30ecdd5,1,472,D,55-64,Male,21+ seasons,4,1,8,Just Right,Unaware
591,fbe42a3b,1,484,EE,45-54,Female,16-20 season,10,9,4,Too Many,Aware and have used/received
592,69159892,1,397,F,45-54,Male,2-5 season,8,6,10,Just Right,Unaware
593,d85a87a3,1,94,K,55-64,Female,6-10 season,10,1,9,Too Few,Aware and have NOT used/received
594,315dd921,1,124,V,45-54,Female,2-5 season,10,10,10,Just Right,Aware and have NOT used/received
595,dc2ae616,1,314,H,45-54,Female,11-20 season,7,7,7,Just Right,Aware and have used/received
596,b1d72363,1,206,V,45-54,Male,2-5 season,10,6,10,Just Right,Unaware
597,3c24c3d0,1,259,X,45-54,Male,2-5 season,9,5,6,Too Few,Unaware
598,4f8452f5,1,103,A,55-64,Female,11-20 season,8,5,7,Just Right,Unaware
599,c95cb70e,1,382,N,45-54,Female,11-20 season,10,7,10,Just Right,Unaware
600,66b77f0a,1,360,AA,45-54,Male,11-15 season,7,10,10,Just Right,Unaware
601,c446d119,1,392,M,65+,Female,11-20 season,7,6,9,Just Right,Aware and have NOT used/received
602,fe5ae96c,1,295,V,45-54,Female,6-10 season,8,8,8,Just Right,Unaware
603,dd94e445,1,174,O,45-54,Male,2-5 season,7,1,6,Just Right,Unaware
604,d9704672,1,230,C,35-44,Male,21+ seasons,6,1,6,Just Right,Aware and have used/received
605,b6d3ffcd,1,283,EE,55-64,Male,6-10 season,8,7,8,Just Right,Unaware
606,9f3a056a,1,88,Z,45-54,Male,11-15 season,7,2,3,Just Right,Unaware
607,a7e4691b,1,491,HH,35-44,Female,6-10 season,9,2,6,Too Many,Unaware
608,baf7962b,1,47,E,35-44,Female,2-5 season,7,10,2,Too Few,Unaware
609,52a30852,1,440,T,45-54,Male,11-15 season,8,1,2,Just Right,Unaware
610,fc65958e,1,350,V,45-54,Male,2-5 season,10,5,10,Just Right,Aware and have NOT used/received
611,6998e808,1,442,P,45-54,Female,2-5 season,6,8,1,Too Many,Aware and have NOT used/received
612,ca143543,1,265,I,45-54,Male,2-5 season,9,10,10,Just Right,Aware and have used/received
613,046224dd,1,132,CC,55-64,Male,2-5 season,5,5,8,Too Few,Unaware
614,da01575d,1,203,MM,55-64,Male,11-20 season,8,6,7,Just Right,Aware and have used/received
615,185853cf,1,132,X,45-54,Male,6-10 season,8,6,7,Just Right,Aware and have NOT used/received
616,5c00b551,1,192,NN,55-64,Male,2-5 season,8,5,9,Just Right,Unaware
617,077052bd,1,214,U,55-64,Male,21+ seasons,5,7,7,Just Right,Unaware
618,efab2f22,1,274,N,45-54,Male,16-20 season,6,5,6,Too Many,Unaware
619,e8b833c0,1,432,S,65+,Male,21+ seasons,6,8,6,Just Right,Aware and have used/received
620,6c96cff7,1,125,JJ,55-64,Male,21+ seasons,7,9,9,Just Right,Unaware
621,ff96f485,1,10,V,55-64,Female,11-15 season,10,6,5,Too Few,Unaware
622,02326b5f,1,523,E,35-44,Male,2-5 season,7,6,7,Too Few,Unaware
623,d294eb4b,1,273,P,35-44,Male,11-20 season,7,6,7,Too Few,Unaware
624,a27caf89,1,74,R,55-64,Female,2-5 season,7,2,1,Just Right,Aware and have NOT used/received
625,e8af719b,1,161,OO,65+,Female,6-10 season,8,7,5,Too Few,Aware and have used/received
626,97ebf2bd,1,273,M,45-54,Female,6-10 season,9,6,10,Just Right,Unaware
627,ab230279,1,535,LL,35-44,Male,2-5 season,7,4,5,Just Right,Unaware
628,4c8b9793,1,94,Z,45-54,Male,6-10 season,7,2,7,Just Right,Aware and have NOT used/received
629,06816e6a,1,513,Y,45-54,Male,6-10 season,7,7,6,Just Right,Unaware
630,4a9913c4,1,469,T,25-34,Female,6-10 season,5,6,6,Too Many,Aware and have NOT used/received
631,6290e36e,1,11,Y,45-54,Male,2-5 season,10,5,6,Just Right,Unaware
632,f5b9082c,1,174,DD,35-44,Male,21+ seasons,1,6,5,Too Few,Unaware
633,93fd9a6d,1,433,P,45-54,Female,21+ seasons,9,10,6,Too Many,Aware and have NOT used/received
634,a8de90d5,1,358,V,25-34,Male,2-5 season,7,5,5,Too Few,Aware and have used/received
635,c7558548,1,393,EE,35-44,Male,11-15 season,7,3,1,Too Many,Aware and have used/received
636,e1544ccb,1,2,N,25-34,Female,16-20 season,9,9,6,Just Right,Aware and have NOT used/received
637,b3edaa16,1,468,A,65+,Male,21+ seasons,8,7,7,Just Right,Unaware
638,166313b7,1,368,U,65+,Male,21+ seasons,8,5,7,Just Right,Aware and have NOT used/received
639,9cd6fb9c,1,343,BB,35-44,Female,21+ seasons,1,10,5,Just Right,Unaware
640,6e657a77,1,472,BB,45-54,Male,2-5 season,9,7,7,Just Right,Unaware
641,65d39606,1,336,T,55-64,Male,11-20 season,9,9,10,Too Few,Unaware
642,a09ff276,1,77,S,65+,Male,11-20 season,8,4,6,Too Few,Unaware
643,babeb7c5,1,94,U,65+,Female,6-10 season,6,7,1,Too Many,Aware and have NOT used/received
644,907d0317,1,22,F,Prefer not to answer,Prefer not to answer,2-5 season,6,1,6,Just Right,Aware and have NOT used/received
645,485df407,1,182,JJ,45-54,Male,2-5 season,9,6,8,Just Right,Unaware
646,e42589bb,1,276,K,55-64,Male,11-20 season,8,6,8,Just Right,Aware and have NOT used/received
647,986185c1,1,483,AA,45-54,Male,2-5 season,2,2,6,Too Many,Unaware
648,2255980d,1,312,J,45-54,Female,6-10 season,10,2,6,Too Many,Aware and have NOT used/received
649,20921bb1,1,459,Q,35-44,Female,16-20 season,3,8,8,Too Few,Aware and have NOT used/received
650,b2311d1d,1,294,R,45-54,Male,11-20 season,10,9,8,Just Right,Aware and have used/received
651,0c68ad47,1,316,G,65+,Female,21+ seasons,8,3,5,Too Few,Aware and have NOT used/received
652,9b7b75cf,1,146,B,65+,Male,21+ seasons,8,9,9,Just Right,Unaware
653,e0068f15,1,490,M,65+,Male,21+ seasons,8,7,9,Just Right,Aware and have used/received
654,dcee9fc4,1,312,MM,35-44,Female,6-10 season,9,8,9,Just Right,Aware and have NOT used/received
655,790e7011,1,444,O,65+,Male,21+ seasons,8,6,6,Too Few,Unaware
656,effd8c78,1,487,E,45-54,Female,16-20 season,9,8,5,Too Few,Unaware
657,57efb934,1,370,N,55-64,Male,2-5 season,3,7,6,Too Few,Unaware
658,fd174e98,1,540,A,55-64,Male,2-5 season,10,7,10,Just Right,Aware and have NOT used/received
659,360626b5,1,54,W,55-64,Male,11-15 season,8,7,6,Just Right,Unaware
660,264cb7a4,1,492,U,45-54,Male,6-10 season,10,9,8,Too Few,Unaware
661,fa6d2f47,1,407,Q,55-64,Male,11-20 season,7,6,5,Just Right,Unaware
662,0eac5fbf,1,451,K,55-64,Male,21+ seasons,8,3,6,Too Few,Aware and have NOT used/received
663,aee90deb,1,67,Z,35-44,Female,2-5 season,6,7,6,Too Few,Unaware
664,4785664f,1,69,W,45-54,Male,11-15 season,9,6,6,Just Right,Unaware
665,1e674920,1,252,M,45-54,Male,11-20 season,7,7,8,Just Right,Unaware
666,2787a60a,1,127,E,25-34,Male,2-5 season,8,8,9,Just Right,Unaware
667,8d9ac8b3,1,87,S,35-44,Male,11-20 season,5,7,8,Just Right,Aware and have NOT used/received
668,b1ec9cd2,1,313,II,65+,Male,21+ seasons,8,7,7,Just Right,Unaware
669,41c560a4,1,327,LL,35-44,Male,2-5 season,10,7,6,Too Few,Aware and have NOT used/received
670,36925326,1,414,M,35-44,Male,1 season,10,7,6,Just Right,Aware and have NOT used/received
671,1c012738,1,101,M,45-54,Female,21+ seasons,8,8,7,Just Right,Unaware
672,67e46554,1,307,R,45-54,Male,11-20 season,8,4,6,Just Right,Aware and have used/received
673,7d32bda4,1,19,G,45-54,Female,6-10 season,8,5,4,Just Right,Unaware
674,588995a5,1,536,Z,45-54,Female,2-5 season,9,10,1,Too Few,Aware and have NOT used/received
675,8ced5bf2,1,37,I,45-54,Male,16-20 season,6,3,6,Just Right,Unaware
676,3c44113f,1,254,Z,45-54,Female,6-10 season,9,9,1,Just Right,Aware and have NOT used/received
677,e24e7958,1,460,JJ,55-64,Male,6-10 season,10,2,7,Too Few,Aware and have NOT used/received
678,baa21a91,1,177,O,Prefer not to answer,Prefer not to answer,6-10 season,6,8,6,Just Right,Aware and have NOT used/received
679,dddc6211,1,357,AA,45-54,Female,2-5 season,9,8,5,Too Few,Aware and have NOT used/received
680,a303e3aa,1,233,S,45-54,Female,6-10 season,7,7,10,Just Right,Aware and have NOT used/received
681,c498386a,1,205,GG,25-34,Male,11-15 season,10,7,3,Just Right,Unaware
682,079c90c9,1,413,T,55-64,Male,21+ seasons,8,1,8,Just Right,Unaware
683,d8764bbb,1,178,E,65+,Female,11-20 season,8,5,5,Just Right,Aware and have NOT used/received
684,3fb5d7ab,1,476,JJ,25-34,Female,21+ seasons,8,2,3,Just Right,Aware and have NOT used/received
685,83396aa8,1,247,JJ,55-64,Male,21+ seasons,9,10,10,Just Right,Unaware
686,f5504814,1,375,D,35-44,Female,2-5 season,6,8,9,Just Right,Aware and have NOT used/received
687,dfc17e57,1,2,B,65+,Male,21+ seasons,10,8,10,Just Right,Unaware
688,8a0c8bca,1,260,F,65+,Male,21+ seasons,8,5,7,Just Right,Unaware
689,42f1dae8,1,327,BB,65+,Male,21+ seasons,10,10,10,Just Right,Aware and have NOT used/received
690,2e3cac1b,1,267,K,65+,Male,21+ seasons,10,5,8,Just Right,Unaware
691,b9c0762d,1,535,K,25-34,Male,11-20 season,6,6,6,Just Right,Unaware
692,cdbb40cb,1,378,C,65+,Female,21+ seasons,4,4,6,Just Right,Aware and have NOT used/received
693,33faa4ad,1,237,FF,45-54,Male,11-20 season,8,9,8,Just Right,Aware and have used/received
694,cc18aa2c,1,548,H,65+,Male,11-20 season,9,3,7,Just Right,Unaware
695,432ea4e5,1,341,GG,55-64,Male,11-15 season,10,10,6,Too Few,Unaware
696,cfd2e01c,1,396,C,65+,Male,21+ seasons,8,3,5,Just Right,Unaware
697,307cd21a,1,160,X,65+,Male,21+ seasons,2,4,2,Too Few,Aware and have NOT used/received
698,e040127c,1,382,P,45-54,Female,6-10 season,10,4,6,Too Many,Unaware
699,75793def,1,293,K,55-64,Male,21+ seasons,10,10,6,Just Right,Unaware
700,0c0380e2,1,102,MM,55-64,Female,21+ seasons,10,3,5,Just Right,Unaware
701,0494ced6,1,168,Y,45-54,Female,16-20 season,5,4,8,Just Right,Unaware
702,c61711c8,1,271,A,45-54,Female,2-5 season,3,9,1,Too Many,Aware and have NOT used/received
703,6f74bef5,1,471,OO,45-54,Male,2-5 season,10,7,8,Just Right,Aware and have NOT used/received
704,b38410a8,1,281,BB,65+,Female,6-10 season,8,5,6,Too Few,Unaware
705,f53e284d,1,370,G,65+,Male,21+ seasons,7,6,5,Just Right,Aware and have used/received
706,3192b862,1,50,P,45-54,Male,2-5 season,10,3,1,Just Right,Aware and have NOT used/received
707,5f1fd9c9,1,476,G,65+,Female,21+ seasons,9,9,9,Just Right,Aware and have used/received
708,40f6f6e3,1,170,T,45-54,Male,2-5 season,8,7,7,Too Few,Aware and have NOT used/received
709,d9110fed,1,333,U,25-34,Female,11-15 season,7,9,6,Too Many,Aware and have NOT used/received
710,ec37e9ab,1,261,I,45-54,Female,6-10 season,3,8,8,Too Few,Aware and have NOT used/received
711,07ccc230,1,483,J,45-54,Male,2-5 season,10,7,10,Just Right,Unaware
712,51917758,1,291,N,55-64,Male,6-10 season,8,7,8,Just Right,Aware and have NOT used/received
713,92664faf,1,89,Y,45-54,Female,11-15 season,7,2,6,Just Right,Unaware
714,3848a01d,1,61,M,55-64,Male,2-5 season,10,6,10,Too Few,Aware and have used/received
715,5ec3a0f9,1,355,T,45-54,Male,21+ seasons,9,6,9,Just Right,Aware and have NOT used/received
716,6eb166c1,1,451,LL,55-64,Female,11-15 season,6,4,8,Too Many,Unaware
717,27155c86,1,445,S,65+,Male,21+ seasons,3,9,9,Just Right,Unaware
718,fe095a2f,1,358,CC,65+,Male,21+ seasons,8,8,8,Just Right,Unaware
719,1249248b,1,385,H,45-54,Female,21+ seasons,10,1,5,Too Many,Unaware
720,5f7b17d7,1,43,D,55-64,Male,21+ seasons,7,8,8,Just Right,Unaware
721,c32b0268,1,64,T,55-64,Female,2-5 season,1,6,1,Too Few,Unaware
722,9dfe40cc,1,116,JJ,45-54,Male,11-15 season,9,9,10,Too Few,Unaware
723,66b20ad2,1,484,Y,45-54,Female,11-15 season,10,2,6,Too Many,Unaware
724,db79dba8,1,58,Q,65+,Male,2-5 season,8,9,10,Just Right,Unaware
725,364c5273,1,83,K,25-34,Male,16-20 season,10,8,9,Too Many,Aware and have NOT used/received
726,2291d83b,1,456,T,25-34,Female,11-15 season,9,1,6,Just Right,Unaware
727,a3dca5fc,1,495,O,45-54,Female,2-5 season,7,10,8,Too Few,Unaware
728,4136a67d,1,476,N,45-54,Female,6-10 season,5,10,9,Too Few,Aware and have NOT used/received
729,6ca624a9,1,437,C,45-54,Female,2-5 season,9,6,8,Just Right,Aware and have used/received
730,b8a2dacf,1,369,Q,65+,Male,21+ seasons,2,7,4,Too Few,Aware and have NOT used/received
731,34381784,1,546,T,45-54,Female,11-15 season,7,6,5,Too Many,Unaware
732,5a119fe9,1,300,I,55-64,Male,21+ seasons,10,8,9,Just Right,Aware and have NOT used/received
733,5a96fe45,1,269,T,45-54,Male,11-20 season,9,8,6,Too Many,Unaware
734,00709bdb,1,69,E,65+,Male,11-20 season,10,10,10,Just Right,Unaware
735,b67c5674,1,341,F,55-64,Male,21+ seasons,2,2,8,Just Right,Unaware
736,93ab3245,1,71,N,55-64,Male,2-5 season,10,7,10,Just Right,Aware and have NOT used/received
737,3135745b,1,537,B,65+,Female,6-10 season,7,7,7,Too Few,Unaware
738,9e9195be,1,262,FF,45-54,Male,16-20 season,7,8,10,Just Right,Aware and have NOT used/received
739,bdf01f14,1,466,AA,65+,Male,6-10 season,9,9,8,Just Right,Unaware
740,d1265888,1,407,OO,45-54,Male,2-5 season,8,8,8,Just Right,Unaware
741,f132b593,1,336,Y,55-64,Female,11-15 season,9,10,4,Too Few,Aware and have NOT used/received
742,2d6c379d,1,60,S,65+,Male,21+ seasons,1,10,9,Too Few,Aware and have NOT used/received
743,329f938a,1,394,T,65+,Male,21+ seasons,10,7,9,Just Right,Unaware
744,b63c1a0e,1,458,T,35-44,Female,21+ seasons,8,8,7,Just Right,Unaware
745,e0eb9e7a,1,461,BB,35-44,Male,11-20 season,7,8,7,Just Right,Aware and have NOT used/received
746,dc3f8402,1,459,J,35-44,Female,21+ seasons,9,5,4,Too Few,Unaware
747,0e168057,1,38,V,45-54,Male,11-15 season,3,9,6,Just Right,Aware and have NOT used/received
748,985772cc,1,87,Q,55-64,Female,21+ seasons,7,5,5,Too Few,Aware and have NOT used/received
749,42f95c59,1,23,S,65+,Male,21+ seasons,7,7,6,Just Right,Unaware
750,a256791a,1,530,NN,65+,Male,21+ seasons,8,3,7,Just Right,Aware and have used/received
751,0152f3c8,1,500,HH,45-54,Female,6-10 season,8,4,1,Too Few,Unaware
752,5a181986,1,431,II,45-54,Female,11-15 season,10,5,6,Just Right,Unaware
753,76642150,1,303,U,45-54,Male,2-5 season,9,6,6,Just Right,Unaware
754,ca7b8a47,1,400,LL,45-54,Male,2-5 season,6,7,5,Too Few,Unaware
755,630e53a4,1,383,R,65+,Male,21+ seasons,5,1,6,Just Right,Unaware
756,63e423f3,1,428,OO,65+,Male,16-20 season,5,8,8,Just Right,Unaware
757,9.92E+12,1,414,F,65+,Male,1 season,10,1,8,Too Many,Unaware
758,0c317781,1,400,X,55-64,Male,11-15 season,8,10,5,Too Many,Aware and have NOT used/received
759,3bd74ecc,1,364,O,45-54,Male,2-5 season,7,6,6,Too Few,Unaware
760,9d260a9a,1,204,Y,65+,Male,21+ seasons,8,2,6,Too Few,Unaware
761,f6918380,1,88,M,65+,Male,21+ seasons,8,6,9,Just Right,Aware and have NOT used/received
762,b2d0d3b4,1,197,EE,55-64,Male,21+ seasons,6,7,5,Too Few,Aware and have NOT used/received
763,c0bed5ac,1,193,NN,55-64,Male,21+ seasons,3,2,4,Too Few,Aware and have NOT used/received
764,2b0b044c,1,186,KK,65+,Male,6-10 season,10,8,10,Just Right,Unaware
765,fbf847f0,1,301,O,55-64,Male,21+ seasons,8,8,6,Just Right,Aware and have NOT used/received
766,d6198b3d,1,275,I,45-54,Male,11-20 season,8,7,9,Just Right,Unaware
767,202c4890,1,144,CC,45-54,Female,21+ seasons,8,3,6,Too Few,Unaware
768,038f5c48,1,172,M,55-64,Female,11-20 season,8,6,8,Just Right,Aware and have NOT used/received
769,cb46118a,1,184,NN,45-54,Male,2-5 season,8,10,2,Too Many,Unaware
770,ad3ffda4,1,133,BB,45-54,Male,21+ seasons,4,9,10,Just Right,Unaware
771,6752655b,1,42,M,55-64,Male,6-10 season,10,9,10,Just Right,Unaware
772,3b68481b,1,466,NN,Prefer not to answer,Male,21+ seasons,8,7,6,Just Right,Unaware
773,f691759c,1,507,G,55-64,Male,2-5 season,9,6,9,Just Right,Aware and have NOT used/received
774,f27bcdc8,1,148,Q,55-64,Male,16-20 season,1,6,6,Just Right,Unaware
775,f7950376,1,428,R,45-54,Male,11-15 season,5,8,3,Too Few,Unaware
776,a98oi1h3,1,22,A,55-64,Female,6-10 season,1,10,2,Too Many,Aware and have used/received
777,f1556229,1,430,II,65+,Female,11-15 season,10,8,1,Too Many,Unaware
778,18dfc1ee,1,202,O,55-64,Male,1 season,10,1,6,Just Right,Unaware
779,601f1b25,1,306,V,25-34,Male,2-5 season,10,8,9,Just Right,Unaware
780,bb7e2aae,1,422,KK,55-64,Male,11-20 season,8,9,8,Just Right,Unaware
781,fe411c71,1,503,Q,45-54,Male,2-5 season,9,10,9,Just Right,Aware and have NOT used/received
782,f3f6d26a,1,214,KK,55-64,Male,6-10 season,4,10,10,Too Few,Aware and have NOT used/received
783,9a39571e,1,467,GG,55-64,Male,2-5 season,10,10,10,Just Right,Aware and have NOT used/received
784,4fc1499a,1,325,R,65+,Male,6-10 season,8,6,8,Too Few,Unaware
785,a9e5a021,1,425,KK,35-44,Male,6-10 season,7,1,8,Too Many,Unaware
786,cb7d78aa,1,109,DD,55-64,Male,1 season,8,3,1,Too Few,Aware and have NOT used/received
787,9f3159de,1,236,L,35-44,Male,21+ seasons,4,6,3,Too Few,Aware and have NOT used/received
788,dffca210,1,133,JJ,45-54,Male,16-20 season,9,9,9,Just Right,Unaware
789,76a7ac01,1,197,EE,45-54,Male,6-10 season,4,6,10,Just Right,Aware and have NOT used/received
790,3f562725,1,180,Y,Prefer not to answer,Male,21+ seasons,8,3,4,Too Few,Aware and have NOT used/received
791,a2fb24c7,1,207,MM,65+,Male,21+ seasons,9,5,7,Just Right,Unaware
792,0aa5c62f,1,369,NN,45-54,Female,16-20 season,7,3,6,Just Right,Unaware
793,a765c42e,1,319,F,45-54,Male,2-5 season,9,7,9,Just Right,Unaware
794,f59b9f0a,1,54,N,65+,Female,2-5 season,8,7,7,Too Few,Unaware
795,f6805f9c,1,138,P,55-64,Male,21+ seasons,4,7,3,Too Few,Unaware
796,c9cfc414,1,416,F,35-44,Male,2-5 season,8,1,7,Just Right,Aware and have NOT used/received
797,d7edbb63,1,447,H,45-54,Male,6-10 season,8,2,7,Too Few,Unaware
798,c867fb09,1,463,P,55-64,Male,21+ seasons,8,7,8,Just Right,Unaware
799,97f0c9e1,1,450,I,45-54,Female,6-10 season,10,2,1,Just Right,Aware and have NOT used/received
800,e30824b0,1,471,U,55-64,Male,11-15 season,3,9,5,Just Right,Aware and have NOT used/received
801,640ed8fb,1,342,DD,65+,Female,21+ seasons,6,7,6,Just Right,Aware and have NOT used/received
802,ea136dd7,1,466,JJ,65+,Female,11-15 season,6,3,9,Just Right,Aware and have NOT used/received
803,1e059948,1,55,V,25-34,Female,16-20 season,7,10,7,Just Right,Unaware
804,fd32eca0,1,444,JJ,55-64,Prefer not to answer,21+ seasons,2,6,5,Too Few,Unaware
805,1b0eb927,1,358,AA,45-54,Male,2-5 season,7,4,6,Just Right,Unaware
806,9a1fb389,1,6,O,45-54,Male,2-5 season,10,10,10,Just Right,Unaware
807,043e6adc,1,421,W,65+,Female,6-10 season,10,8,5,Just Right,Unaware
808,0e8b39c6,1,213,HH,65+,Male,6-10 season,7,7,8,Just Right,Aware and have used/received
809,1a45a984,1,536,II,55-64,Male,2-5 season,6,10,7,Just Right,Unaware
810,0a823543,1,174,NN,55-64,Female,11-15 season,7,2,5,Too Many,Aware and have used/received
811,6b486ec3,1,273,O,65+,Male,16-20 season,2,6,2,Too Many,Aware and have NOT used/received
812,3dfcf955,1,160,P,55-64,Male,21+ seasons,7,5,7,Too Few,Unaware
813,6b35e7a3,1,113,E,65+,Female,21+ seasons,9,6,9,Just Right,Aware and have NOT used/received
814,4825d37c,1,171,BB,55-64,Male,2-5 season,6,3,5,Too Few,Unaware
815,acf3888c,1,223,II,55-64,Male,16-20 season,8,5,6,Too Few,Unaware
816,dab0eabe,1,447,LL,65+,Female,2-5 season,7,6,6,Just Right,Unaware
817,0dffda95,1,402,H,55-64,Male,21+ seasons,3,2,4,Too Few,Aware and have NOT used/received
818,5a902294,1,465,K,55-64,Male,6-10 season,4,8,7,Just Right,Unaware
819,83a8a25c,1,315,N,55-64,Male,2-5 season,8,5,9,Just Right,Unaware
820,9c925671,1,423,C,45-54,Female,2-5 season,5,2,2,Too Few,Aware and have used/received
821,9096c29e,1,392,I,55-64,Female,6-10 season,10,4,1,Just Right,Unaware
822,8.46E+165,1,254,V,55-64,Female,16-20 season,7,7,6,Just Right,Unaware
823,8ec48235,1,161,S,25-34,Female,2-5 season,4,6,5,Too Few,Unaware
824,c69efd72,1,452,T,45-54,Male,2-5 season,10,6,8,Just Right,Aware and have NOT used/received
825,cfb9c9f0,1,175,HH,45-54,Male,21+ seasons,10,4,8,Just Right,Unaware
826,5178005a,1,351,V,45-54,Female,6-10 season,5,3,5,Just Right,Aware and have used/received
827,9460ddb9,1,402,U,55-64,Female,16-20 season,8,9,1,Too Few,Unaware
828,77cacd83,1,532,II,35-44,Male,21+ seasons,10,10,9,Just Right,Aware and have used/received
829,d1df47a7,1,313,D,45-54,Male,2-5 season,7,6,6,Just Right,Unaware
830,8d64ebb6,1,154,KK,55-64,Male,2-5 season,10,8,9,Just Right,Unaware
831,3f7e8dcf,1,247,DD,45-54,Female,6-10 season,10,5,8,Too Few,Unaware
832,96d7f630,1,101,A,55-64,Male,21+ seasons,2,1,6,Just Right,Aware and have NOT used/received
833,9e22868a,1,206,Y,65+,Female,21+ seasons,6,9,9,Just Right,Unaware
834,99ef3ec4,1,84,G,55-64,Male,11-15 season,8,6,4,Too Many,Aware and have NOT used/received
835,86d527b4,1,130,LL,65+,Male,21+ seasons,3,7,5,Just Right,Unaware
836,2a121b10,1,232,P,35-44,Female,11-20 season,5,4,5,Just Right,Unaware
837,94bbe04e,1,511,H,65+,Female,21+ seasons,6,6,6,Just Right,Aware and have used/received
838,246127db,1,90,R,45-54,Male,6-10 season,10,6,10,Just Right,Unaware
839,c6937567,1,33,B,45-54,Male,11-15 season,5,2,6,Too Many,Aware and have used/received
840,069a125a,1,518,E,65+,Male,21+ seasons,9,9,9,Just Right,Aware and have NOT used/received
841,d193790c,1,118,G,55-64,Female,11-20 season,9,7,9,Just Right,Aware and have NOT used/received
842,a487d277,1,127,JJ,45-54,Male,6-10 season,8,8,2,Just Right,Unaware
843,6.75E+10,1,307,F,35-44,Male,21+ seasons,7,7,7,Just Right,Unaware
844,b418f23b,1,323,OO,45-54,Male,2-5 season,8,8,8,Just Right,Unaware
845,8f06f815,1,9,W,55-64,Male,21+ seasons,6,3,6,Too Few,Unaware
846,3d0fcdcd,1,359,CC,45-54,Male,16-20 season,5,10,8,Too Few,Unaware
847,7588039b,1,411,X,45-54,Female,6-10 season,9,7,9,Just Right,Unaware
848,029f072a,1,309,I,55-64,Female,2-5 season,6,8,5,Just Right,Unaware
849,46523014,1,217,I,55-64,Male,6-10 season,6,5,6,Just Right,Unaware
850,742b4a27,1,209,I,25-34,Female,2-5 season,4,2,8,Just Right,Aware and have NOT used/received
851,6504de76,1,396,JJ,Prefer not to answer,Male,21+ seasons,8,8,8,Just Right,Unaware
852,80ae8edf,1,148,BB,65+,Female,21+ seasons,10,7,9,Just Right,Aware and have NOT used/received
853,9cb9cef2,1,53,M,45-54,Male,6-10 season,10,9,10,Just Right,Unaware
854,e1859fb0,1,342,LL,65+,Male,21+ seasons,10,3,8,Too Many,Unaware
855,2917a530,1,479,M,35-44,Female,6-10 season,4,3,8,Too Many,Unaware
856,adbc8a3d,1,166,Q,45-54,Female,6-10 season,9,7,8,Too Few,Unaware
857,e1e090a9,1,519,S,65+,Male,2-5 season,9,9,9,Just Right,Aware and have NOT used/received
858,1016863f,1,251,U,45-54,Male,21+ seasons,6,7,6,Just Right,Aware and have NOT used/received
859,bf1e55c5,1,71,K,35-44,Female,6-10 season,4,10,3,Just Right,Aware and have NOT used/received
860,9090430d,1,353,GG,65+,Female,6-10 season,7,2,7,Just Right,Unaware
861,cb579d7b,1,141,B,45-54,Male,1 season,10,9,4,Too Few,Unaware
862,100521cf,1,156,A,65+,Male,21+ seasons,7,5,5,Just Right,Aware and have NOT used/received
863,8a17fa47,1,365,LL,35-44,Male,6-10 season,2,3,6,Too Few,Unaware
864,2c2bfe30,1,45,M,35-44,Male,6-10 season,9,8,8,Just Right,Unaware
865,6b98c683,1,277,V,55-64,Female,21+ seasons,5,4,6,Just Right,Unaware
866,51c3c5b7,1,117,U,45-54,Female,2-5 season,8,6,10,Too Few,Aware and have NOT used/received
867,76c97a64,1,190,P,35-44,Male,16-20 season,4,9,2,Too Many,Aware and have used/received
868,f9bd9559,1,253,N,45-54,Male,6-10 season,8,9,7,Just Right,Unaware
869,197abc4d,1,150,U,65+,Male,11-20 season,9,5,8,Just Right,Aware and have NOT used/received
870,048ba3c0,1,215,LL,45-54,Female,2-5 season,3,8,7,Too Few,Aware and have NOT used/received
871,0203ccdd,1,105,BB,55-64,Male,6-10 season,9,10,9,Just Right,Aware and have NOT used/received
872,d3ad09c1,1,29,Q,45-54,Male,11-20 season,9,7,7,Just Right,Aware and have NOT used/received
873,ea26e6ec,1,63,T,55-64,Female,21+ seasons,8,8,9,Just Right,Unaware
874,a833ed85,1,191,I,55-64,Male,11-20 season,8,7,7,Just Right,Unaware
875,800d5195,1,445,GG,55-64,Female,16-20 season,9,8,9,Just Right,Unaware
876,190e3160,1,504,EE,55-64,Female,2-5 season,10,6,5,Too Many,Unaware
877,fe23308c,1,473,EE,55-64,Male,21+ seasons,7,7,7,Just Right,Aware and have used/received
878,095be3a2,1,39,D,65+,Male,21+ seasons,9,7,6,Too Few,Unaware
879,9a1cb388,1,114,Q,65+,Male,21+ seasons,5,5,6,Just Right,Aware and have used/received
880,2c6498e1,1,192,HH,55-64,Female,6-10 season,8,5,2,Just Right,Aware and have NOT used/received
881,fd421176,1,80,O,45-54,Female,11-15 season,8,9,3,Too Many,Unaware
882,7499ef15,1,49,Y,35-44,Female,2-5 season,5,6,5,Too Few,Unaware
883,d4a5febf,1,264,JJ,35-44,Male,11-15 season,9,2,2,Too Many,Aware and have NOT used/received
884,d7d37228,1,503,A,35-44,Male,16-20 season,7,8,7,Too Few,Unaware
