,uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Aware
593,04fb77a4,2,419,KK,45-54,Male,2-5 season,10,1,10,Just Right,Aware and have NOT used/received
594,d2325811,2,176,NN,45-54,Male,1 season,9,5,8,Just Right,Aware and have NOT used/received
595,a668155d,2,160,C,55-64,Male,21+ seasons,7,7,8,Just Right,Aware and have NOT used/received
596,d28afecc,2,540,LL,55-64,Female,21+ seasons,8,6,8,Just Right,Unaware
597,022df294,2,332,M,45-54,Female,21+ seasons,8,6,10,Just Right,Unaware
598,579037a8,2,450,JJ,45-54,Male,1 season,10,7,10,Just Right,Aware and have NOT used/received
599,068b9831,2,115,FF,55-64,Male,6-10 season,9,9,8,Too Many,Aware and have NOT used/received
600,5783f620,2,515,NN,45-54,Male,2-5 season,5,4,5,Just Right,Aware and have NOT used/received
601,3b470de6,2,478,B,65+,Male,21+ seasons,7,5,4,Just Right,Unaware
602,9052e1b6,2,192,K,55-64,Male,21+ seasons,6,4,4,Too Few,Aware and have NOT used/received
603,dd67b3c5,2,499,P,65+,Female,2-5 season,8,2,7,Just Right,Aware and have NOT used/received
604,d67ca632,2,536,U,45-54,Male,16-20 season,8,8,2,Just Right,Aware and have NOT used/received
605,2de83399,2,469,O,45-54,Female,6-10 season,9,4,8,Too Many,Unaware
606,da7d74b3,2,155,K,Prefer not to answer,Male,11-20 season,2,2,4,Just Right,Aware and have NOT used/received
607,as23d165,2,345,M,35-44,Female,11-15 season,2,1,2,Just Right,Unaware
608,3d8e6fa1,2,266,KK,45-54,Male,2-5 season,7,4,8,Just Right,Aware and have NOT used/received
609,858a36fa,2,82,G,55-64,Male,6-10 season,10,5,8,Too Many,Unaware
610,89baa6ec,2,396,CC,35-44,Male,1 season,9,5,5,Just Right,Aware and have used/received
611,35d85599,2,185,MM,65+,Female,21+ seasons,5,4,7,Too Many,Unaware
612,a7452fa4,2,226,FF,55-64,Male,21+ seasons,8,5,7,Just Right,Unaware
613,0bc1a1ed,2,104,U,45-54,Male,21+ seasons,3,6,5,Too Few,Unaware
614,f267ed66,2,152,P,55-64,Female,2-5 season,6,5,7,Too Few,Aware and have used/received
615,345f267c,2,237,OO,45-54,Male,2-5 season,8,4,8,Just Right,Unaware
616,f935d30f,2,270,II,65+,Male,21+ seasons,8,7,8,Just Right,Unaware
617,3f5bb3d4,2,447,H,65+,Female,21+ seasons,6,4,7,Just Right,Aware and have NOT used/received
618,61daa3f8,2,276,CC,45-54,Female,6-10 season,10,4,9,Too Many,Aware and have NOT used/received
619,8141bb52,2,315,HH,55-64,Female,21+ seasons,7,5,6,Just Right,Aware and have NOT used/received
620,a1bb3bed,2,476,V,35-44,Female,1 season,10,4,5,Too Many,Unaware
621,19d17dff,2,178,P,35-44,Male,2-5 season,10,5,10,Just Right,Unaware
622,ca13a5d2,2,5,K,55-64,Male,2-5 season,7,1,6,Too Few,Unaware
623,b14e0708,2,216,DD,25-34,Female,2-5 season,8,1,9,Too Many,Aware and have NOT used/received
624,ff47b417,2,546,Q,45-54,Female,1 season,7,4,6,Too Many,Aware and have NOT used/received
625,df5fdc92,2,426,LL,25-34,Male,1 season,10,6,10,Just Right,Unaware
626,1882cbdb,2,24,U,25-34,Female,16-20 season,10,3,6,Just Right,Aware and have NOT used/received
627,c0c116ee,2,323,E,45-54,Male,21+ seasons,6,3,9,Too Many,Aware and have NOT used/received
628,a70bd872,2,164,EE,55-64,Male,21+ seasons,10,6,10,Just Right,Aware and have NOT used/received
629,8d6f4cfa,2,468,M,55-64,Female,2-5 season,7,1,5,Too Few,Aware and have NOT used/received
630,04a7aca0,2,440,Q,25-34,Male,2-5 season,8,4,10,Just Right,Aware and have NOT used/received
631,9f42b2a2,2,265,KK,45-54,Male,6-10 season,8,7,8,Too Few,Unaware
632,2a574bbb,2,183,I,65+,Male,21+ seasons,9,6,6,Just Right,Unaware
633,7a83bd4d,2,412,EE,45-54,Female,16-20 season,10,2,9,Too Few,Aware and have NOT used/received
634,f0ce5b5b,2,494,Z,55-64,Male,16-20 season,5,8,8,Just Right,Unaware
635,d25d2b37,2,203,J,55-64,Male,21+ seasons,10,7,10,Just Right,Unaware
636,4e36c8ad,2,304,LL,45-54,Male,21+ seasons,6,2,5,Too Few,Unaware
637,48ee321f,2,305,LL,65+,Male,2-5 season,7,6,10,Just Right,Unaware
638,81005f52,2,315,Q,65+,Male,21+ seasons,7,2,5,Just Right,Unaware
639,7f337aee,2,211,W,55-64,Male,21+ seasons,7,5,5,Just Right,Aware and have used/received
640,0f743c35,2,186,I,45-54,Male,11-20 season,1,3,5,Just Right,Unaware
641,33665fc8,2,510,S,55-64,Male,11-20 season,10,6,10,Just Right,Aware and have used/received
642,327e14ec,2,152,BB,55-64,Female,6-10 season,3,4,7,Too Few,Aware and have NOT used/received
643,09757c24,2,343,NN,55-64,Male,11-20 season,7,7,8,Just Right,Unaware
644,6ddfff61,2,520,R,65+,Male,21+ seasons,7,5,7,Too Few,Unaware
645,31a817b3,2,263,T,65+,Male,21+ seasons,7,4,7,Just Right,Aware and have NOT used/received
646,3c04b8de,2,155,B,45-54,Female,6-10 season,10,2,2,Too Many,Unaware
647,24be2466,2,212,V,45-54,Male,11-15 season,7,5,7,Too Few,Aware and have NOT used/received
648,db667892,2,420,GG,65+,Male,21+ seasons,7,5,6,Just Right,Aware and have NOT used/received
649,8a8feb62,2,387,II,45-54,Male,11-20 season,8,6,9,Just Right,Unaware
650,397e4b23,2,63,U,45-54,Female,21+ seasons,7,5,9,Too Many,Aware and have used/received
651,af213cb3,2,432,R,45-54,Female,2-5 season,4,2,2,Too Few,Aware and have NOT used/received
652,e1c49464,2,335,P,55-64,Male,6-10 season,8,3,10,Too Many,Unaware
653,6943013f,2,138,N,35-44,Male,21+ seasons,3,6,7,Just Right,Unaware
654,2d138ba1,2,348,G,55-64,Female,6-10 season,9,5,9,Too Many,Unaware
655,f2486116,2,451,E,65+,Male,11-20 season,1,4,9,Just Right,Aware and have NOT used/received
656,78c3719e,2,391,W,55-64,Male,6-10 season,1,6,2,Too Many,Unaware
657,asiu911a,2,325,H,65+,Female,16-20 season,3,9,7,Too Many,Unaware
658,7c2d5552,2,284,JJ,55-64,Male,21+ seasons,5,1,8,Just Right,Aware and have NOT used/received
659,66135a5b,2,52,R,35-44,Female,21+ seasons,9,2,1,Too Many,Unaware
660,38913922,2,402,C,45-54,Male,21+ seasons,8,7,6,Just Right,Unaware
661,f97745c7,2,240,GG,65+,Male,21+ seasons,7,6,8,Just Right,Unaware
662,4f22419a,2,416,M,65+,Male,21+ seasons,7,2,9,Just Right,Aware and have used/received
663,77a4b6e4,2,538,G,35-44,Male,2-5 season,7,5,5,Just Right,Unaware
664,fbc572eb,2,516,M,55-64,Female,6-10 season,7,9,3,Too Many,Aware and have NOT used/received
665,asoih01k,2,99,S,55-64,Male,2-5 season,2,1,1,Too Many,Unaware
666,1120d92d,2,325,D,45-54,Female,16-20 season,10,3,1,Too Few,Aware and have NOT used/received
667,65c9c54b,2,390,L,45-54,Male,11-20 season,2,3,5,Too Many,Aware and have used/received
668,134b837e,2,77,Y,25-34,Female,2-5 season,8,6,9,Just Right,Aware and have NOT used/received
669,b2b64fe7,2,15,N,45-54,Male,21+ seasons,3,9,10,Just Right,Unaware
670,ae2a0c27,2,111,K,45-54,Male,16-20 season,10,10,2,Too Few,Unaware
671,a9de820e,2,235,Y,55-64,Male,6-10 season,8,6,9,Just Right,Aware and have used/received
672,fc803d3e,2,313,H,45-54,Male,21+ seasons,2,2,4,Just Right,Aware and have NOT used/received
673,50547fbb,2,397,CC,45-54,Male,6-10 season,10,2,2,Too Few,Unaware
674,8f5d1bc5,2,522,T,45-54,Male,1 season,8,7,1,Just Right,Aware and have NOT used/received
675,b25b035a,2,83,K,45-54,Male,6-10 season,9,7,1,Too Few,Aware and have used/received
676,7b85557c,2,462,B,45-54,Male,6-10 season,8,3,6,Just Right,Aware and have NOT used/received
677,2e8e8fca,2,448,II,35-44,Female,16-20 season,8,10,1,Too Few,Aware and have NOT used/received
678,a97eb84f,2,189,CC,65+,Male,2-5 season,8,1,8,Just Right,Aware and have NOT used/received
679,daf97e72,2,373,EE,45-54,Male,6-10 season,8,9,6,Just Right,Aware and have used/received
680,64fc64f9,2,194,M,45-54,Male,21+ seasons,9,5,10,Just Right,Unaware
681,76704bf4,2,41,L,65+,Female,11-20 season,8,9,7,Too Few,Unaware
682,e7db004b,2,431,NN,65+,Male,11-20 season,10,1,10,Just Right,Aware and have NOT used/received
683,c3ef287b,2,156,HH,55-64,Female,21+ seasons,8,4,7,Just Right,Unaware
684,ec3f08c8,2,249,DD,25-34,Male,11-20 season,1,2,1,Too Few,Aware and have NOT used/received
685,0a92cade,2,507,P,65+,Male,21+ seasons,10,10,10,Just Right,Aware and have NOT used/received
686,7df9a128,2,409,X,65+,Male,2-5 season,9,8,1,Too Many,Unaware
687,beba2c38,2,192,NN,45-54,Male,11-20 season,7,5,7,Just Right,Unaware
688,a22c8e63,2,408,EE,65+,Male,21+ seasons,8,5,9,Just Right,Aware and have NOT used/received
689,b451201c,2,515,Y,45-54,Male,1 season,8,5,9,Just Right,Aware and have NOT used/received
690,18285f73,2,126,F,45-54,Male,6-10 season,10,4,7,Too Few,Unaware
691,b1253e00,2,433,NN,55-64,Prefer not to answer,21+ seasons,9,5,9,Just Right,Unaware
692,9548fbf3,2,369,S,45-54,Male,11-15 season,7,9,9,Just Right,Aware and have NOT used/received
693,20985c6f,2,525,Y,65+,Male,21+ seasons,4,6,6,Just Right,Unaware
694,8046703a,2,522,L,25-34,Male,2-5 season,7,3,8,Just Right,Aware and have used/received
695,eba15e75,2,357,Q,45-54,Male,11-20 season,9,3,8,Just Right,Unaware
696,e9d0c13c,2,58,Q,65+,Female,11-15 season,3,3,3,Just Right,Aware and have used/received
697,e5439e1e,2,474,E,65+,Male,21+ seasons,9,6,7,Just Right,Unaware
698,1fc5048b,2,244,GG,45-54,Male,2-5 season,4,2,9,Just Right,Unaware
699,494142fa,2,429,NN,65+,Male,21+ seasons,5,4,7,Too Few,Aware and have NOT used/received
700,fdf92f48,2,230,X,45-54,Female,16-20 season,9,3,9,Just Right,Aware and have used/received
701,506b2fdf,2,524,V,45-54,Male,6-10 season,6,1,10,Too Many,Aware and have NOT used/received
702,45334ca7,2,534,N,65+,Female,21+ seasons,10,1,7,Just Right,Unaware
703,0c2eb882,2,159,P,55-64,Male,2-5 season,10,5,10,Just Right,Aware and have NOT used/received
704,ab03d46d,2,118,R,55-64,Male,2-5 season,7,6,3,Too Few,Aware and have NOT used/received
705,28b54b02,2,376,N,55-64,Male,21+ seasons,1,2,1,Too Few,Unaware
706,59d15347,2,489,L,55-64,Male,21+ seasons,3,2,2,Too Few,Unaware
707,89b32f82,2,207,V,45-54,Female,1 season,2,9,3,Too Few,Unaware
708,6991033,2,302,V,55-64,Female,11-15 season,7,5,2,Too Few,Unaware
709,8ba4f5ec,2,159,MM,55-64,Male,11-20 season,5,6,7,Just Right,Aware and have NOT used/received
710,f701a385,2,103,KK,45-54,Female,2-5 season,10,10,10,Just Right,Aware and have NOT used/received
711,94020443,2,28,B,65+,Female,6-10 season,4,6,4,Too Many,Aware and have used/received
712,95855654,2,303,M,25-34,Male,6-10 season,10,2,9,Too Many,Unaware
713,c491fe2d,2,478,AA,55-64,Male,21+ seasons,5,5,9,Just Right,Unaware
714,15ff4344,2,154,R,55-64,Male,11-20 season,8,3,2,Too Few,Unaware
715,04a9bde4,2,364,KK,65+,Female,21+ seasons,10,10,10,Just Right,Unaware
716,a8c9582a,2,105,O,65+,Female,16-20 season,9,9,2,Just Right,Aware and have used/received
717,fd39c153,2,266,B,45-54,Male,11-20 season,9,7,7,Just Right,Unaware
718,e8c1c5af,2,523,L,35-44,Female,16-20 season,3,10,8,Just Right,Unaware
719,6b889d1f,2,397,W,65+,Female,2-5 season,8,3,8,Too Few,Unaware
720,981h90h1,2,24,W,55-64,Male,2-5 season,2,1,7,Too Many,Unaware
721,db19b527,2,201,A,45-54,Male,6-10 season,10,5,5,Just Right,Aware and have NOT used/received
722,484c387b,2,408,W,45-54,Female,1 season,10,7,10,Just Right,Unaware
723,58d135ce,2,303,Y,45-54,Male,2-5 season,5,8,4,Just Right,Aware and have NOT used/received
724,42808400,2,3,N,45-54,Male,6-10 season,7,6,5,Too Few,Aware and have used/received
725,a790be0c,2,438,R,65+,Male,1 season,7,10,7,Just Right,Unaware
726,a0253b6c,2,448,NN,55-64,Female,6-10 season,7,2,4,Too Few,Aware and have NOT used/received
727,17c19645,2,90,S,45-54,Male,11-20 season,8,1,8,Just Right,Aware and have NOT used/received
728,4321b106,2,422,HH,65+,Male,21+ seasons,1,5,7,Just Right,Unaware
729,b63f29d2,2,236,Q,45-54,Female,1 season,10,9,10,Just Right,Aware and have NOT used/received
730,a049f583,2,375,K,45-54,Male,6-10 season,6,6,2,Too Few,Aware and have NOT used/received
731,af06490c,2,228,O,55-64,Female,2-5 season,9,7,4,Too Few,Aware and have NOT used/received
732,27a82f90,2,6,O,55-64,Male,6-10 season,8,7,9,Too Few,Aware and have NOT used/received
733,f6a6f7f5,2,457,M,65+,Male,21+ seasons,1,4,4,Just Right,Unaware
734,606310f2,2,196,II,35-44,Male,16-20 season,7,8,3,Too Many,Aware and have used/received
735,b166710c,2,310,L,45-54,Female,11-20 season,10,5,7,Just Right,Aware and have used/received
736,fdd0722d,2,423,T,65+,Male,6-10 season,7,3,6,Just Right,Aware and have NOT used/received
737,e0705eb2,2,265,B,45-54,Male,11-20 season,8,4,10,Just Right,Unaware
738,36d85e43,2,251,AA,45-54,Female,11-15 season,2,10,9,Too Many,Unaware
739,8cda47ec,2,444,HH,35-44,Male,6-10 season,10,7,7,Too Few,Unaware
740,08524e7c,2,171,EE,45-54,Male,2-5 season,9,4,9,Just Right,Unaware
741,3a46072c,2,468,I,65+,Female,2-5 season,8,6,10,Just Right,Aware and have used/received
742,cc56c7ff,2,496,T,55-64,Prefer not to answer,21+ seasons,1,10,7,Too Few,Aware and have NOT used/received
743,f4450bcc,2,540,LL,35-44,Female,6-10 season,7,4,7,Too Many,Aware and have NOT used/received
744,17b60ab0,2,450,T,55-64,Male,11-20 season,8,9,10,Just Right,Unaware
745,753c2048,2,402,II,65+,Male,6-10 season,7,6,10,Too Few,Aware and have NOT used/received
746,d588f3c5,2,153,HH,55-64,Male,11-20 season,10,8,8,Just Right,Aware and have NOT used/received
747,6a958aaa,2,127,B,65+,Female,6-10 season,7,10,8,Just Right,Aware and have NOT used/received
748,85000628,2,210,U,55-64,Female,2-5 season,7,2,7,Just Right,Unaware
749,08ba998c,2,117,X,55-64,Male,21+ seasons,3,2,2,Too Few,Aware and have NOT used/received
750,adad50ed,2,244,I,25-34,Male,2-5 season,6,5,9,Too Many,Aware and have NOT used/received
751,7a48dacb,2,334,L,65+,Male,11-20 season,9,5,8,Just Right,Unaware
752,e21af04a,2,375,Q,55-64,Female,6-10 season,7,7,6,Just Right,Aware and have used/received
753,66eb0e11,2,23,W,45-54,Female,21+ seasons,10,8,7,Just Right,Unaware
754,f3663962,2,166,KK,45-54,Female,16-20 season,6,2,6,Too Many,Aware and have NOT used/received
755,967bcc81,2,451,V,65+,Male,21+ seasons,4,6,5,Just Right,Aware and have used/received
756,2792939b,2,502,L,45-54,Male,21+ seasons,8,7,10,Just Right,Unaware
757,ff37df38,2,502,R,55-64,Male,6-10 season,9,6,7,Just Right,Unaware
758,154c84f9,2,388,GG,55-64,Male,11-20 season,5,9,6,Just Right,Aware and have NOT used/received
759,6291b63c,2,513,Z,55-64,Male,11-20 season,10,6,8,Just Right,Unaware
760,9.07E+58,2,285,A,35-44,Male,16-20 season,4,3,1,Too Many,Aware and have NOT used/received
761,072f7d3d,2,404,FF,65+,Female,21+ seasons,8,6,9,Just Right,Aware and have NOT used/received
762,3f3f49e0,2,120,HH,45-54,Male,1 season,9,10,10,Just Right,Unaware
763,ca2f7f05,2,409,FF,25-34,Male,2-5 season,8,5,8,Just Right,Unaware
764,edb27d9b,2,363,GG,35-44,Male,1 season,8,6,10,Just Right,Unaware
765,abac4645,2,205,F,35-44,Male,21+ seasons,9,8,7,Just Right,Unaware
766,4714a5b0,2,265,B,35-44,Male,1 season,10,8,10,Just Right,Unaware
767,f6961677,2,521,W,35-44,Female,1 season,10,9,6,Just Right,Unaware
768,32f347fb,2,138,D,55-64,Female,21+ seasons,6,1,2,Too Few,Unaware
769,b179e236,2,446,N,55-64,Male,21+ seasons,4,4,5,Too Few,Unaware
770,5b54dd76,2,543,U,45-54,Male,2-5 season,9,8,1,Too Few,Aware and have NOT used/received
771,c1ec72e3,2,445,CC,45-54,Female,1 season,9,7,7,Just Right,Unaware
772,df74baa8,2,75,L,55-64,Male,21+ seasons,7,3,5,Too Few,Aware and have NOT used/received
773,f92f39bb,2,113,I,45-54,Male,6-10 season,8,4,9,Just Right,Unaware
774,1dbe9609,2,466,GG,55-64,Female,11-15 season,5,9,7,Too Few,Aware and have NOT used/received
775,165b2843,2,438,P,65+,Female,21+ seasons,6,4,5,Too Few,Unaware
776,73a61837,2,132,P,35-44,Male,6-10 season,6,9,7,Just Right,Unaware
777,4bfe434f,2,294,JJ,25-34,Male,2-5 season,7,10,4,Just Right,Unaware
778,a7e3445f,2,197,G,45-54,Female,2-5 season,9,4,7,Too Few,Unaware
779,c5eb0549,2,262,D,55-64,Male,2-5 season,7,3,8,Just Right,Aware and have used/received
780,ca407080,2,163,Y,55-64,Male,21+ seasons,1,1,7,Too Many,Unaware
781,f23ffaba,2,405,C,65+,Male,21+ seasons,10,7,7,Just Right,Unaware
782,f4adca1e,2,174,KK,35-44,Male,2-5 season,8,6,8,Too Few,Unaware
783,an0i1h09,2,87,R,55-64,Male,1 season,3,1,1,Just Right,Unaware
784,25d316c3,2,276,Y,55-64,Male,6-10 season,9,1,8,Too Few,Unaware
785,8394beab,2,519,V,55-64,Male,11-20 season,8,7,7,Just Right,Unaware
786,950f8b60,2,325,KK,35-44,Male,6-10 season,4,6,6,Too Many,Unaware
787,fed45d0d,2,197,G,55-64,Male,11-20 season,7,7,7,Just Right,Unaware
788,ee92a454,2,59,Y,45-54,Female,21+ seasons,9,6,1,Just Right,Aware and have NOT used/received
789,5cfb34e7,2,254,X,65+,Female,21+ seasons,7,5,7,Just Right,Unaware
790,a1b5e866,2,422,LL,45-54,Male,2-5 season,9,7,9,Just Right,Unaware
791,8916c93a,2,329,M,45-54,Male,1 season,4,1,5,Just Right,Aware and have used/received
792,12d8dcea,2,407,K,45-54,Female,2-5 season,1,7,7,Just Right,Unaware
793,1921b462,2,278,R,35-44,Male,1 season,10,7,10,Just Right,Unaware
794,e33ed882,2,474,II,55-64,Male,21+ seasons,10,10,1,Just Right,Aware and have NOT used/received
795,8e53b671,2,465,X,55-64,Male,2-5 season,10,7,5,Too Few,Unaware
796,458c1da0,2,296,J,65+,Male,6-10 season,9,4,7,Too Few,Aware and have NOT used/received
797,030104c4,2,326,OO,45-54,Male,1 season,6,7,7,Just Right,Aware and have NOT used/received
798,41000c7a,2,451,L,55-64,Male,21+ seasons,5,3,7,Too Few,Aware and have NOT used/received
799,2104fa40,2,499,NN,55-64,Male,6-10 season,6,5,7,Too Many,Aware and have NOT used/received
800,4794f703,2,33,C,65+,Male,16-20 season,5,4,8,Too Many,Aware and have NOT used/received
801,9c5757ec,2,510,II,65+,Male,21+ seasons,7,5,7,Just Right,Aware and have NOT used/received
802,2e897e92,2,210,Z,55-64,Male,11-20 season,5,6,8,Just Right,Unaware
803,3db43a43,2,294,L,65+,Female,21+ seasons,9,5,8,Just Right,Aware and have NOT used/received
804,eb28a504,2,416,KK,55-64,Female,11-15 season,7,5,7,Just Right,Aware and have NOT used/received
805,d18c94b5,2,504,V,65+,Male,21+ seasons,5,7,4,Just Right,Aware and have used/received
806,18343468,2,46,B,65+,Female,11-20 season,10,5,9,Just Right,Unaware
807,5324fca0,2,463,B,55-64,Male,6-10 season,5,10,9,Too Many,Unaware
808,3721c7d1,2,246,AA,65+,Female,11-20 season,8,4,8,Just Right,Aware and have NOT used/received
809,adb18365,2,449,J,35-44,Male,1 season,9,8,9,Just Right,Unaware
810,4.05E+09,2,474,MM,65+,Male,6-10 season,6,6,7,Just Right,Unaware
811,0dcfb6ad,2,216,OO,25-34,Female,16-20 season,6,7,6,Too Few,Aware and have NOT used/received
812,4c7a1424,2,436,C,65+,Female,2-5 season,5,6,10,Just Right,Aware and have used/received
813,b333b78d,2,468,W,45-54,Male,2-5 season,2,7,6,Just Right,Unaware
814,62136743,2,492,JJ,Prefer not to answer,Male,21+ seasons,1,6,7,Just Right,Aware and have NOT used/received
815,7d7042e5,2,132,Y,35-44,Male,1 season,9,5,9,Just Right,Unaware
816,6378ed02,2,333,HH,65+,Male,2-5 season,10,1,9,Just Right,Unaware
817,379bd258,2,538,O,65+,Male,1 season,9,1,2,Too Few,Unaware
818,dd11459f,2,227,OO,55-64,Female,2-5 season,7,8,7,Too Few,Unaware
819,9fba6a88,2,434,X,55-64,Male,21+ seasons,8,6,7,Just Right,Aware and have NOT used/received
820,77472742,2,430,Z,45-54,Male,11-20 season,6,6,6,Just Right,Unaware
821,3002870e,2,346,FF,45-54,Female,11-15 season,5,8,7,Too Few,Aware and have NOT used/received
822,929a6c3a,2,523,B,35-44,Male,2-5 season,9,1,1,Too Many,Unaware
823,d654742f,2,59,S,55-64,Male,6-10 season,8,6,7,Too Many,Unaware
824,02d26167,2,263,KK,35-44,Male,2-5 season,10,1,6,Just Right,Aware and have NOT used/received
825,228a2d81,2,253,X,65+,Female,21+ seasons,10,5,10,Just Right,Aware and have used/received
826,1.41E+45,2,391,J,35-44,Male,1 season,9,6,7,Just Right,Unaware
827,616bc89d,2,53,B,35-44,Male,16-20 season,7,2,10,Just Right,Unaware
828,f84de4ba,2,238,LL,45-54,Female,2-5 season,10,7,2,Too Many,Aware and have NOT used/received
829,d1e090f3,2,387,A,55-64,Female,21+ seasons,6,5,6,Just Right,Unaware
830,8945678e,2,266,NN,45-54,Male,2-5 season,6,4,8,Just Right,Aware and have NOT used/received
831,575b9659,2,308,NN,55-64,Male,21+ seasons,7,5,6,Just Right,Unaware
832,c42c8690,2,150,B,65+,Male,6-10 season,1,4,4,Just Right,Aware and have NOT used/received
833,4ae3fb59,2,263,Y,65+,Male,2-5 season,8,6,10,Just Right,Aware and have used/received
834,279e7ce4,2,368,G,65+,Male,21+ seasons,9,7,7,Just Right,Aware and have used/received
835,48ec97fa,2,227,F,45-54,Male,6-10 season,9,8,7,Too Few,Aware and have NOT used/received
836,78f5f851,2,154,M,35-44,Male,1 season,8,5,7,Just Right,Unaware
837,a8547aec,2,23,W,45-54,Female,6-10 season,7,8,5,Too Few,Unaware
838,211b7620,2,384,HH,45-54,Male,2-5 season,10,10,10,Just Right,Unaware
839,6c1b7f60,2,439,L,65+,Male,21+ seasons,7,4,8,Just Right,Aware and have NOT used/received
840,1fec0fa0,2,317,U,65+,Male,16-20 season,6,6,6,Too Few,Aware and have used/received
841,96c7b326,2,421,KK,35-44,Male,6-10 season,9,8,10,Just Right,Aware and have NOT used/received
842,e33274ce,2,259,Y,55-64,Male,11-20 season,8,6,8,Just Right,Unaware
843,a1f34291,2,180,N,45-54,Male,21+ seasons,8,7,8,Just Right,Aware and have NOT used/received
844,2d3bb9a2,2,502,I,25-34,Female,2-5 season,8,8,9,Just Right,Unaware
845,5634a860,2,124,H,65+,Female,21+ seasons,9,9,10,Just Right,Aware and have used/received
846,86bfe86d,2,185,B,45-54,Female,2-5 season,6,5,5,Just Right,Unaware
847,df266345,2,19,K,35-44,Female,6-10 season,10,10,7,Just Right,Unaware
848,64799b27,2,489,G,55-64,Male,2-5 season,10,4,8,Just Right,Aware and have NOT used/received
849,2a35da83,2,245,C,65+,Male,6-10 season,7,1,10,Too Few,Unaware
850,d11cb7ed,2,109,HH,55-64,Female,16-20 season,7,4,4,Too Many,Aware and have NOT used/received
851,d1c3d3fa,2,255,KK,55-64,Female,2-5 season,9,1,4,Too Few,Aware and have NOT used/received
852,9e12b993,2,333,JJ,65+,Female,11-15 season,7,8,1,Too Many,Unaware
853,061e639d,2,178,GG,55-64,Male,21+ seasons,10,9,10,Just Right,Aware and have NOT used/received
854,a744028b,2,136,JJ,45-54,Female,1 season,9,8,10,Too Few,Aware and have NOT used/received
855,a55a4120,2,116,W,65+,Female,2-5 season,6,4,8,Too Few,Aware and have NOT used/received
856,e1c34034,2,38,D,25-34,Male,1 season,9,5,4,Too Many,Unaware
857,f4abc452,2,412,J,45-54,Male,11-20 season,8,8,8,Just Right,Unaware
858,c62d63d2,2,327,E,55-64,Female,6-10 season,7,6,8,Just Right,Unaware
859,25c02c05,2,151,JJ,45-54,Male,2-5 season,9,8,8,Just Right,Aware and have NOT used/received
860,c324bc69,2,95,Y,25-34,Female,11-15 season,7,3,7,Just Right,Unaware
861,ac32ea37,2,310,W,55-64,Male,6-10 season,4,7,7,Too Few,Aware and have NOT used/received
862,e4c79f47,2,122,FF,45-54,Male,2-5 season,1,1,2,Too Few,Aware and have NOT used/received
863,ab3a7bc5,2,216,Q,55-64,Male,11-20 season,8,2,9,Too Few,Aware and have NOT used/received
864,e645add3,2,416,J,35-44,Male,21+ seasons,7,6,6,Just Right,Aware and have NOT used/received
865,b4ed5f72,2,73,L,65+,Male,21+ seasons,7,7,7,Just Right,Unaware
866,6304d58d,2,351,FF,65+,Female,16-20 season,3,8,4,Just Right,Unaware
867,4acce53a,2,384,BB,55-64,Female,21+ seasons,8,5,10,Just Right,Aware and have NOT used/received
868,17aa9660,2,2,R,45-54,Male,2-5 season,10,2,8,Too Few,Unaware
869,1590b53d,2,377,R,65+,Male,16-20 season,8,4,6,Too Many,Unaware
870,9e263412,2,165,KK,35-44,Male,2-5 season,7,1,8,Too Few,Unaware
871,25949323,2,189,B,55-64,Male,11-15 season,2,6,7,Too Few,Aware and have NOT used/received
872,90c5aa08,2,232,NN,35-44,Male,11-20 season,8,4,6,Just Right,Aware and have used/received
873,4c879417,2,369,V,55-64,Female,1 season,10,6,3,Too Few,Aware and have NOT used/received
874,a05c2a44,2,129,N,65+,Male,21+ seasons,1,2,6,Just Right,Unaware
875,07eb421b,2,113,NN,45-54,Male,2-5 season,5,1,5,Just Right,Unaware
876,dc1c023f,2,107,DD,55-64,Male,21+ seasons,8,4,8,Just Right,Unaware
877,d5470706,2,488,I,55-64,Male,11-20 season,9,8,10,Just Right,Aware and have NOT used/received
878,22d5c12d,2,115,H,35-44,Female,11-15 season,8,5,6,Just Right,Unaware
879,89d0ea10,2,7,L,55-64,Male,21+ seasons,9,7,7,Just Right,Unaware
880,fc8d3b8e,2,349,W,65+,Female,6-10 season,1,1,2,Too Few,Aware and have NOT used/received
881,bb4ce66d,2,378,BB,55-64,Male,11-15 season,8,2,9,Too Many,Unaware
882,fec6c44b,2,138,V,45-54,Male,11-20 season,8,5,3,Just Right,Unaware
883,1d81549b,2,158,N,55-64,Female,2-5 season,9,7,2,Too Few,Aware and have used/received
884,55f49615,2,301,R,65+,Male,21+ seasons,8,6,9,Just Right,Aware and have NOT used/received
885,401ef723,2,191,F,45-54,Female,2-5 season,9,7,8,Just Right,Unaware
886,f613cdb4,2,298,E,65+,Male,21+ seasons,8,6,9,Just Right,Unaware
887,62556888,2,293,CC,65+,Female,2-5 season,7,3,4,Too Few,Unaware
888,c83dae05,2,333,DD,35-44,Male,1 season,8,7,7,Just Right,Unaware
889,2bc8b575,2,351,Q,45-54,Male,2-5 season,8,6,7,Just Right,Unaware
890,ee31d67c,2,188,R,55-64,Male,21+ seasons,10,6,1,Too Few,Aware and have NOT used/received
